new_context,original_context,citation_intent,section
"Akademik camiada, bir ürün veya hizmetin özgün niteliklerini ortaya çıkarmada standart duygu analizlerinin sınırlı kaldığı görüşü, <CITE> tarafından değerlendirilmektedir.","Ayrıca bir ürün ya da hizmetin farklılaştığı esas noktaları belirlemede klasik duygu analizi türlerinin yeterli olmadığı savı üzerinde görüş birliği sağlandığı görülmektedir  , <CITE> .",discuss,synthetic-augmentation
"Hedef tabanlı duygu analizinin temelini oluşturan çalışmalar, hedef derecelendirme <CITE> ve hedef tarama başlıklarıyla ortaya çıkmıştır.","Hedef tabanlı duygu analizine temel teşkil eden çalışmalar, hedef derecelemesi <CITE> ve hedef tarama   konularıyla başlamıştır.",basis,synthetic-augmentation
"Hedef odaklı duygu analizinin dayanağını teşkil eden ilk araştırmalar, hedef derecelemesi <CITE> ve hedef tarama konularını içermektedir.","Hedef tabanlı duygu analizine temel teşkil eden çalışmalar, hedef derecelemesi <CITE> ve hedef tarama   konularıyla başlamıştır.",basis,synthetic-augmentation
"Hedef tabanlı duygu analizinin kökeninde, hedef derecelemesi <CITE> ve hedef tarama üzerine yapılan öncü çalışmalar bulunmaktadır.","Hedef tabanlı duygu analizine temel teşkil eden çalışmalar, hedef derecelemesi <CITE> ve hedef tarama   konularıyla başlamıştır.",basis,synthetic-augmentation
"Hedefli duygu analizi için zemin hazırlayan çalışmalar, hedef derecelemesi <CITE> ve hedef tarama gibi konularla başlamıştır.","Hedef tabanlı duygu analizine temel teşkil eden çalışmalar, hedef derecelemesi <CITE> ve hedef tarama   konularıyla başlamıştır.",basis,synthetic-augmentation
"Hedef derecelemesi ve hedef tarama <CITE> üzerine yapılan araştırmalar, hedef tabanlı duygu analizinin temelini atmıştır.","Hedef tabanlı duygu analizine temel teşkil eden çalışmalar, hedef derecelemesi   ve hedef tarama <CITE> konularıyla başlamıştır.",basis,synthetic-augmentation
"Hedef tabanlı duygu analizinin gelişimi, hedef derecelemesi ve hedef tarama <CITE> çalışmalarıyla zemin bulmuştur.","Hedef tabanlı duygu analizine temel teşkil eden çalışmalar, hedef derecelemesi   ve hedef tarama <CITE> konularıyla başlamıştır.",basis,synthetic-augmentation
"Hedef derecelemesi ve hedef tarama <CITE> konusundaki öncü çalışmalar, hedef tabanlı duygu analizi için başlangıç noktası olmuştur.","Hedef tabanlı duygu analizine temel teşkil eden çalışmalar, hedef derecelemesi   ve hedef tarama <CITE> konularıyla başlamıştır.",basis,synthetic-augmentation
"Hedef tabanlı duygu analizi, dayanağını hedef derecelemesi ve hedef tarama <CITE> gibi ilk çalışmalardan almaktadır.","Hedef tabanlı duygu analizine temel teşkil eden çalışmalar, hedef derecelemesi   ve hedef tarama <CITE> konularıyla başlamıştır.",basis,synthetic-augmentation
"Blinov ve Kotelnikov <CITE>, dizüstü bilgisayar ve restoran kategorilerindeki İngilizce yorumlardan derlenmiş iki farklı veri kümesini incelemişlerdir.","Blinov ve Kotelnikov <CITE> , dizüstü bilgisayar ile restoranlara ilişkin İngilizce yorumlardan oluşturulan iki farklı veri seti üzerinde çalışmışlardır.",discuss,synthetic-augmentation
"Çalışmalarında Blinov ve Kotelnikov <CITE>, İngilizce dizüstü bilgisayar ve restoran incelemelerinden türetilmiş iki özel veri seti üzerinde durmuşlardır.","Blinov ve Kotelnikov <CITE> , dizüstü bilgisayar ile restoranlara ilişkin İngilizce yorumlardan oluşturulan iki farklı veri seti üzerinde çalışmışlardır.",discuss,synthetic-augmentation
"Blinov ve Kotelnikov <CITE>, İngilizce dizüstü bilgisayar ve restoran yorumlarına dayalı iki ayrı veri setini detaylı olarak ele almışlardır.","Blinov ve Kotelnikov <CITE> , dizüstü bilgisayar ile restoranlara ilişkin İngilizce yorumlardan oluşturulan iki farklı veri seti üzerinde çalışmışlardır.",discuss,synthetic-augmentation
"İngilizce dizüstü bilgisayar ve restoran yorumlarından oluşturulan iki farklı veri seti, Blinov ve Kotelnikov <CITE> tarafından analiz edilmiştir.","Blinov ve Kotelnikov <CITE> , dizüstü bilgisayar ile restoranlara ilişkin İngilizce yorumlardan oluşturulan iki farklı veri seti üzerinde çalışmışlardır.",discuss,synthetic-augmentation
"SemEval-2016 yarışmasının 5 numaralı görevi kapsamında, <CITE> Türkçe ve diğer dillerdeki verilerle hedef tabanlı bir duygu analizi çalışması gerçekleştirmiştir.","Farklı dillerle birlikte Türkçe veri <CITE> , SemEval-2016 yarışmasının 5 numaralı görevini yerine getirmek için çok katılımlı bir hedef tabanlı duygu analizi çalışması yürütmüşlerdir.",discuss,synthetic-augmentation
"Hedef tabanlı duygu analizi alanında, <CITE> SemEval-2016'nın 5. görevi için Türkçe dahil çeşitli dillerdeki verilerle kapsamlı bir çalışma yürütmüştür.","Farklı dillerle birlikte Türkçe veri <CITE> , SemEval-2016 yarışmasının 5 numaralı görevini yerine getirmek için çok katılımlı bir hedef tabanlı duygu analizi çalışması yürütmüşlerdir.",discuss,synthetic-augmentation
"SemEval-2016 yarışmasının 5 numaralı görevine yanıt olarak, <CITE> Türkçe ve diğer dillerde hedef tabanlı duygu analizi üzerine çok katılımlı bir araştırma sunmuştur.","Farklı dillerle birlikte Türkçe veri <CITE> , SemEval-2016 yarışmasının 5 numaralı görevini yerine getirmek için çok katılımlı bir hedef tabanlı duygu analizi çalışması yürütmüşlerdir.",discuss,synthetic-augmentation
"<CITE> , SemEval-2016'nın 5. görevi için Türkçe verileri de kullanarak, çok dilli ve hedef odaklı bir duygu analizi yaklaşımı geliştirmiştir.","Farklı dillerle birlikte Türkçe veri <CITE> , SemEval-2016 yarışmasının 5 numaralı görevini yerine getirmek için çok katılımlı bir hedef tabanlı duygu analizi çalışması yürütmüşlerdir.",discuss,synthetic-augmentation
"<CITE>, online arama motorlarını kullanarak frekans tabanlı nitelik çıkarma etkinliğini artıran denetimsiz bir modelle hedef tabanlı duygu analizi yapmıştır.","<CITE> , online arama motorunu kullanarak frekans tabanlı nitelik çıkarma performansını artıracak denetimsiz bir model kullanarak hedef tabanlı duygu analizi gerçekleştirmişlerdir.",discuss,synthetic-augmentation
"Hedef tabanlı duygu analizi alanında, <CITE> online arama motorlarından yararlanarak frekans tabanlı nitelik çıkarma performansını optimize eden denetimsiz bir model sunmuştur.","<CITE> , online arama motorunu kullanarak frekans tabanlı nitelik çıkarma performansını artıracak denetimsiz bir model kullanarak hedef tabanlı duygu analizi gerçekleştirmişlerdir.",discuss,synthetic-augmentation
"<CITE> tarafından yürütülen çalışmada, online arama motorlarını kullanarak frekans tabanlı nitelik çıkarımını geliştiren denetimsiz bir model aracılığıyla hedef tabanlı duygu analizi gerçekleştirilmiştir.","<CITE> , online arama motorunu kullanarak frekans tabanlı nitelik çıkarma performansını artıracak denetimsiz bir model kullanarak hedef tabanlı duygu analizi gerçekleştirmişlerdir.",discuss,synthetic-augmentation
"Frekans tabanlı nitelik çıkarma performansını online arama motorlarıyla güçlendiren denetimsiz bir model kullanarak, <CITE> hedef tabanlı duygu analizi üzerine araştırmalar yapmıştır.","<CITE> , online arama motorunu kullanarak frekans tabanlı nitelik çıkarma performansını artıracak denetimsiz bir model kullanarak hedef tabanlı duygu analizi gerçekleştirmişlerdir.",discuss,synthetic-augmentation
"Çetin ve Eryiğit <CITE>, ABSA 2016 Türkçe restoran veri setini kullanarak çalışmalarında hedef kategori, hedef terim, kategori-terim ve duygu sınıflandırma görevlerine odaklanmışlardır.","ABSA 2016 yarışmasında sunulan Türkçe restoran veri setinin kullanıldığı bir çalışmada Çetin ve Eryiğit <CITE> ; hedef kategori belirleme, hedef terim belirleme, hedef kategoriyle terimi aynı anda belirleme ve duygu sınıfı belirleme şeklinde yarışmaya açılan dört görevi gerçekleştirmeyi amaçlamışlardır.",discuss,synthetic-augmentation
"ABSA 2016 yarışmasında sunulan Türkçe restoran veri setini temel alan Çetin ve Eryiğit <CITE>, hedef kategori, hedef terim, hedef kategori ve terimin birlikte tespiti ile duygu sınıfı belirleme görevlerini araştırmışlardır.","ABSA 2016 yarışmasında sunulan Türkçe restoran veri setinin kullanıldığı bir çalışmada Çetin ve Eryiğit <CITE> ; hedef kategori belirleme, hedef terim belirleme, hedef kategoriyle terimi aynı anda belirleme ve duygu sınıfı belirleme şeklinde yarışmaya açılan dört görevi gerçekleştirmeyi amaçlamışlardır.",discuss,synthetic-augmentation
"Bir araştırmada Çetin ve Eryiğit <CITE>, ABSA 2016 Türkçe restoran veri seti üzerinde; hedef kategori, hedef terim, eş zamanlı kategori ve terim ile duygu sınıfı belirleme gibi dört görevi tamamlamayı amaçlamışlardır.","ABSA 2016 yarışmasında sunulan Türkçe restoran veri setinin kullanıldığı bir çalışmada Çetin ve Eryiğit <CITE> ; hedef kategori belirleme, hedef terim belirleme, hedef kategoriyle terimi aynı anda belirleme ve duygu sınıfı belirleme şeklinde yarışmaya açılan dört görevi gerçekleştirmeyi amaçlamışlardır.",discuss,synthetic-augmentation
"ABSA 2016 yarışma görevlerine yönelik olarak, Çetin ve Eryiğit <CITE> ; hedef kategori, hedef terim, hem hedef kategori hem de terim ve duygu sınıflandırma belirleme işlerini Türkçe restoran veri setini kullanarak ele almışlardır.","ABSA 2016 yarışmasında sunulan Türkçe restoran veri setinin kullanıldığı bir çalışmada Çetin ve Eryiğit <CITE> ; hedef kategori belirleme, hedef terim belirleme, hedef kategoriyle terimi aynı anda belirleme ve duygu sınıfı belirleme şeklinde yarışmaya açılan dört görevi gerçekleştirmeyi amaçlamışlardır.",discuss,synthetic-augmentation
"Araştırma <CITE>, istatistiksel, dilbilimsel ve kural tabanlı yaklaşımları (gizli dirichlet ataması ""LDA"", c-değeri, WSBFE) ABSA 2016'da yayınlanan restoran veri setinde uygulamıştır.","İstatistiksel, linguistik ve kural tabanlı yaklaşımları (gizli dirichlet ataması ""LDA"", c-değeri, WSBFE) <CITE> , ABSA 2016'da yayınlanan restoran verilerini kullanmışlardır.",discuss,synthetic-augmentation
"<CITE> çalışması, gizli dirichlet ataması (""LDA""), c-değeri ve WSBFE gibi istatistiksel, dilbilimsel ve kural tabanlı yöntemlerin ABSA 2016 restoran verileri üzerindeki kullanımını detaylandırmıştır.","İstatistiksel, linguistik ve kural tabanlı yaklaşımları (gizli dirichlet ataması ""LDA"", c-değeri, WSBFE) <CITE> , ABSA 2016'da yayınlanan restoran verilerini kullanmışlardır.",discuss,synthetic-augmentation
"ABSA 2016 restoran verileri bağlamında, <CITE> istatistiksel, dilbilimsel ve kural tabanlı metodolojileri (LDA, c-değeri, WSBFE) ele almıştır.","İstatistiksel, linguistik ve kural tabanlı yaklaşımları (gizli dirichlet ataması ""LDA"", c-değeri, WSBFE) <CITE> , ABSA 2016'da yayınlanan restoran verilerini kullanmışlardır.",discuss,synthetic-augmentation
"Söz konusu makale <CITE>, ABSA 2016'da yayımlanan restoran verileriyle istatistiksel, dilbilimsel ve kural tabanlı teknikleri (gizli dirichlet ataması ""LDA"", c-değeri, WSBFE) birleştirmiştir.","İstatistiksel, linguistik ve kural tabanlı yaklaşımları (gizli dirichlet ataması ""LDA"", c-değeri, WSBFE) <CITE> , ABSA 2016'da yayınlanan restoran verilerini kullanmışlardır.",discuss,synthetic-augmentation
"Özyurt ve Akçayol <CITE> tarafından yürütülen çalışmada, ürünlerle ilgili hedef terimlerin ve ürün terimlerinin saptanmasında hedef tabanlı duygu analizinden yararlanılmıştır.","Özyurt ve Akçayol <CITE> , yapmış oldukları çalışmalarında ürünlere ilişkin hedef terimlerin çıkarılmasında ve ürün terimlerinin çıkarılmasında hedef tabanlı duygu analizi kullanmışlardır.",discuss,synthetic-augmentation
"Hedef tabanlı duygu analizini kullanan Özyurt ve Akçayol <CITE> , ürünlere ait hedef terimleri ve ürün terimlerini başarılı bir şekilde çıkarmıştır.","Özyurt ve Akçayol <CITE> , yapmış oldukları çalışmalarında ürünlere ilişkin hedef terimlerin çıkarılmasında ve ürün terimlerinin çıkarılmasında hedef tabanlı duygu analizi kullanmışlardır.",discuss,synthetic-augmentation
Ürün terimlerinin ve ürünlere ilişkin hedef terimlerin belirlenmesinde hedef tabanlı duygu analizini uygulayan Özyurt ve Akçayol <CITE> 'un araştırması dikkat çekmektedir.,"Özyurt ve Akçayol <CITE> , yapmış oldukları çalışmalarında ürünlere ilişkin hedef terimlerin çıkarılmasında ve ürün terimlerinin çıkarılmasında hedef tabanlı duygu analizi kullanmışlardır.",discuss,synthetic-augmentation
"Özyurt ve Akçayol <CITE> , yaptıkları çalışmalarda ürün terimlerini ve ürünlerle ilgili hedef terimleri çıkarmak için hedef tabanlı duygu analizinden faydalanmışlardır.","Özyurt ve Akçayol <CITE> , yapmış oldukları çalışmalarında ürünlere ilişkin hedef terimlerin çıkarılmasında ve ürün terimlerinin çıkarılmasında hedef tabanlı duygu analizi kullanmışlardır.",discuss,synthetic-augmentation
"Salur ve Aydın <CITE> çalışmalarında, Güneydoğu'da bulunan turistik noktalarla ilgili ziyaretçi yorumlarını hedef tabanlı duygu analiziyle incelemişlerdir.","Salur ve Aydın <CITE> , Güneydoğu'daki turistik merkezlere ilişkin ziyaretçi yorumlarına hedef tabanlı duygu analizi uygulamışlardır.",discuss,synthetic-augmentation
"Güneydoğu'daki turistik merkezlere ilişkin ziyaretçi geri bildirimlerinin hedef tabanlı duygu analizi, Salur ve Aydın <CITE> tarafından gerçekleştirilmiştir.","Salur ve Aydın <CITE> , Güneydoğu'daki turistik merkezlere ilişkin ziyaretçi yorumlarına hedef tabanlı duygu analizi uygulamışlardır.",discuss,synthetic-augmentation
"Salur ve Aydın <CITE> araştırmalarında, Güneydoğu bölgesindeki turistik destinasyonların ziyaretçi yorumlarına hedef tabanlı duygu analizini uygulamışlardır.","Salur ve Aydın <CITE> , Güneydoğu'daki turistik merkezlere ilişkin ziyaretçi yorumlarına hedef tabanlı duygu analizi uygulamışlardır.",discuss,synthetic-augmentation
"Ziyaretçilerin Güneydoğu'daki turistik merkezler hakkındaki yorumlarına yönelik hedef tabanlı duygu analizi, Salur ve Aydın <CITE> tarafından ele alınmıştır.","Salur ve Aydın <CITE> , Güneydoğu'daki turistik merkezlere ilişkin ziyaretçi yorumlarına hedef tabanlı duygu analizi uygulamışlardır.",discuss,synthetic-augmentation
"<CITE> tarafından yapılan çalışmada, ABSA 2016 Türkçe restoran yorumlarından hedef terimlerinin çıkarılması için istatistiksel (TF-IDF), konu modelleme (LDA ve NMF) ve kural tabanlı denetimsiz yöntemlerin entegre edildiği bir sınıflandırma yaklaşımı ele alınmıştır.","<CITE> , ABSA 2016 yarışmasında sunulan Türkçe restoran yorumlarını kullandıkları çalışmalarında yorumlarından hedef terimlerini çıkarmak için istatistiksel (TF-IDF), konu modelleme (LDA ve NMF) ve kuraltabanlı denetimsiz yöntemleri bir arada kullanan bir sınıflandırma yaklaşımı önerilmiştir.",discuss,synthetic-augmentation
"Hedef terimlerini çıkarmak için <CITE> , ABSA 2016 yarışmasından alınan Türkçe restoran yorumlarını kullanarak istatistiksel, konu modelleme ve kural tabanlı denetimsiz yöntemleri harmanlayan bir sınıflandırma yaklaşımını detaylandırmıştır.","<CITE> , ABSA 2016 yarışmasında sunulan Türkçe restoran yorumlarını kullandıkları çalışmalarında yorumlarından hedef terimlerini çıkarmak için istatistiksel (TF-IDF), konu modelleme (LDA ve NMF) ve kuraltabanlı denetimsiz yöntemleri bir arada kullanan bir sınıflandırma yaklaşımı önerilmiştir.",discuss,synthetic-augmentation
"Türkçe restoran yorumlarından hedef terimlerini belirleme üzerine yapılan bir araştırmada <CITE> , TF-IDF, LDA, NMF gibi istatistiksel ve konu modelleme tekniklerinin yanı sıra kural tabanlı yöntemleri de içeren karma bir sınıflandırma metodolojisini incelemiştir.","<CITE> , ABSA 2016 yarışmasında sunulan Türkçe restoran yorumlarını kullandıkları çalışmalarında yorumlarından hedef terimlerini çıkarmak için istatistiksel (TF-IDF), konu modelleme (LDA ve NMF) ve kuraltabanlı denetimsiz yöntemleri bir arada kullanan bir sınıflandırma yaklaşımı önerilmiştir.",discuss,synthetic-augmentation
"ABSA 2016 Türkçe restoran yorumları üzerinden hedef terimlerini çıkarmak amacıyla, <CITE> , istatistiksel (TF-IDF), konu modelleme (LDA ve NMF) ve kural tabanlı denetimsiz yaklaşımları bir araya getiren kapsamlı bir sınıflandırma sistemini ortaya koymuştur.","<CITE> , ABSA 2016 yarışmasında sunulan Türkçe restoran yorumlarını kullandıkları çalışmalarında yorumlarından hedef terimlerini çıkarmak için istatistiksel (TF-IDF), konu modelleme (LDA ve NMF) ve kuraltabanlı denetimsiz yöntemleri bir arada kullanan bir sınıflandırma yaklaşımı önerilmiştir.",discuss,synthetic-augmentation
"Veri setindeki en baskın hedef terimler, <CITE> tarafından yapılan çalışmaya göre belirlenmiştir.",Veri setinde en çok geçen hedef terimler <CITE> (Most common target terms in the dataset),basis,synthetic-augmentation
Çalışmamızda ele alınan veri setinin temelini oluşturan hedef terimler <CITE> tarafından derlenmiştir.,Veri setinde en çok geçen hedef terimler <CITE> (Most common target terms in the dataset),basis,synthetic-augmentation
Veri setinde öne çıkan ve sıkça rastlanan hedef terimler <CITE> makalesinde detaylandırılmıştır.,Veri setinde en çok geçen hedef terimler <CITE> (Most common target terms in the dataset),basis,synthetic-augmentation
Analiz edilen veri setindeki hedef terimlerin dağılımı ve en yaygın örnekleri <CITE> tarafından incelenmiştir.,Veri setinde en çok geçen hedef terimler <CITE> (Most common target terms in the dataset),basis,synthetic-augmentation
"Mevcut hipotezin geliştirilmesi sürecinde, aynı veri kümesini kullanan önceki hedef terim belirleme çalışmalarındaki modeller temel alınmıştır <CITE>.",Bu hipotez önerilirken daha önce aynı veri seti üzerinde yapılan hedef terim tespiti çalışmalarında önerilen modeller incelenmiştir <CITE>.,basis,synthetic-augmentation
"Bu hipotezin oluşturulmasında, aynı veri seti üzerinde gerçekleştirilmiş hedef terim saptama araştırmalarındaki öneriler incelenerek bir zemin hazırlanmıştır <CITE>.",Bu hipotez önerilirken daha önce aynı veri seti üzerinde yapılan hedef terim tespiti çalışmalarında önerilen modeller incelenmiştir <CITE>.,basis,synthetic-augmentation
"Önerilen hipotezin dayanağı, daha önce aynı veri setine uygulanan hedef terim tespiti modellerinin ayrıntılı incelemesidir <CITE>.",Bu hipotez önerilirken daha önce aynı veri seti üzerinde yapılan hedef terim tespiti çalışmalarında önerilen modeller incelenmiştir <CITE>.,basis,synthetic-augmentation
"Hipotezin formüle edilmesinden önce, aynı veri kümesinde yapılan hedef terim tanımlama araştırmalarındaki modeller bir referans noktası olarak değerlendirilmiştir <CITE>.",Bu hipotez önerilirken daha önce aynı veri seti üzerinde yapılan hedef terim tespiti çalışmalarında önerilen modeller incelenmiştir <CITE>.,basis,synthetic-augmentation
"Aynı veri kümesi üzerinde yapılan önceki hedef terim tespiti çalışmalarında sunulan modeller, bu hipotezin geliştirilmesinde bir temel oluşturmuştur<CITE>.",Bu hipotez önerilirken daha önce aynı veri seti üzerinde yapılan hedef terim tespiti çalışmalarında önerilen modeller incelenmiştir<CITE> .,basis,synthetic-augmentation
"Hipotezimizin formüle edilmesinde, aynı veri seti kullanılarak hedef terim tespiti üzerine yapılan önceki araştırmalardaki yaklaşımlardan faydalanılmıştır<CITE>.",Bu hipotez önerilirken daha önce aynı veri seti üzerinde yapılan hedef terim tespiti çalışmalarında önerilen modeller incelenmiştir<CITE> .,basis,synthetic-augmentation
"Bu hipotezin temelleri, aynı veri kümesi üzerinde gerçekleştirilen önceki hedef terim tespiti çalışmalarında önerilen metodolojilere dayanmaktadır<CITE>.",Bu hipotez önerilirken daha önce aynı veri seti üzerinde yapılan hedef terim tespiti çalışmalarında önerilen modeller incelenmiştir<CITE> .,basis,synthetic-augmentation
"Hedef terim tespiti için aynı veri seti üzerinde daha önce geliştirilmiş olan modeller, mevcut hipotezimizin taslağını oluşturmamızda referans alınmıştır<CITE>.",Bu hipotez önerilirken daha önce aynı veri seti üzerinde yapılan hedef terim tespiti çalışmalarında önerilen modeller incelenmiştir<CITE> .,basis,synthetic-augmentation
Hedef terim tespiti için literatürde sunulan çeşitli yöntemler ve bunların birleşimi olan ensemble yaklaşımları <CITE>kapsamlı bir şekilde incelenmektedir.,Hedef terim tespit edilmesi için literatürde farklı yöntemler <CITE>ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler   önerilmiştir.,discuss,synthetic-augmentation
Literatürde hedef terim belirleme amaçlı geliştirilen farklı teknikler ve bunların entegre edildiği ensemble modelleri <CITE>ayrıntılı olarak açıklanmaktadır.,Hedef terim tespit edilmesi için literatürde farklı yöntemler <CITE>ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler   önerilmiştir.,discuss,synthetic-augmentation
Hedef terimlerin tespitinde kullanılan farklı yöntemler ile bu yöntemlerin birlikte uygulandığı ensemble teknikleri <CITE>çeşitli çalışmalarda ele alınmaktadır.,Hedef terim tespit edilmesi için literatürde farklı yöntemler <CITE>ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler   önerilmiştir.,discuss,synthetic-augmentation
"Birçok akademik kaynakta, hedef terim tespiti için önerilen yöntemler ve özellikle de ensemble yaklaşımları <CITE>detaylı olarak irdelenmiştir.",Hedef terim tespit edilmesi için literatürde farklı yöntemler <CITE>ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler   önerilmiştir.,discuss,synthetic-augmentation
Literatürde hedef terim belirleme amacıyla çeşitli tekil yöntemler ile bunların birleşiminden oluşan ensemble yaklaşımlar <CITE> tarafından ele alınmıştır.,Hedef terim tespit edilmesi için literatürde farklı yöntemler <CITE> ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler   önerilmiştir.,discuss,synthetic-augmentation
"Hedef terim keşfi için mevcut literatür, farklı yöntemleri ve bu yöntemlerin bir araya geldiği ensemble yaklaşımları <CITE> kapsamında incelemiştir.",Hedef terim tespit edilmesi için literatürde farklı yöntemler <CITE> ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler   önerilmiştir.,discuss,synthetic-augmentation
"Hedef terimlerin saptanması sürecinde, literatürde yer alan birbirinden farklı teknikler ve karmaşık ensemble modelleri <CITE> detaylı bir biçimde ele alınmıştır.",Hedef terim tespit edilmesi için literatürde farklı yöntemler <CITE> ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler   önerilmiştir.,discuss,synthetic-augmentation
"Literatürde, hedef terimlerin tespiti için önerilen çeşitli yaklaşımlar ve bunların hibrit versiyonları olan ensemble modelleri <CITE> bünyesinde genişçe değerlendirilmiştir.",Hedef terim tespit edilmesi için literatürde farklı yöntemler <CITE> ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler   önerilmiştir.,discuss,synthetic-augmentation
Hedef terimlerin tespiti için bilimsel literatürde çeşitli yöntemler ve bu yöntemlerin kombinasyonundan oluşan topluluk tabanlı yaklaşımlar <CITE>ele alınmıştır.,Hedef terim tespit edilmesi için literatürde farklı yöntemler   ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler <CITE>önerilmiştir.,discuss,synthetic-augmentation
"Literatürde, hedef terimlerin belirlenmesine yönelik farklı metotlar ve birden fazla metodu birleştiren ensemble algoritmaları <CITE>tartışılmaktadır.",Hedef terim tespit edilmesi için literatürde farklı yöntemler   ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler <CITE>önerilmiştir.,discuss,synthetic-augmentation
"Araştırmalarda, hedef terim saptama amacıyla tekil yaklaşımların yanı sıra, çoklu yöntemlerin birlikte kullanıldığı hibrit sistemler <CITE>incelenmiştir.",Hedef terim tespit edilmesi için literatürde farklı yöntemler   ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler <CITE>önerilmiştir.,discuss,synthetic-augmentation
"Hedef terimlerin otomatik olarak bulunması için, kaynaklarda hem bireysel algoritmalar hem de bunların entegrasyonuyla geliştirilen birleşik metotlar <CITE>sunulmuştur.",Hedef terim tespit edilmesi için literatürde farklı yöntemler   ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler <CITE>önerilmiştir.,discuss,synthetic-augmentation
"Literatürde, hedef terim tespiti amacıyla farklı teknikler ve bunların bir araya getirilmesiyle oluşan ensemble yaklaşımları <CITE> incelenmiştir.",Hedef terim tespit edilmesi için literatürde farklı yöntemler   ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler <CITE> önerilmiştir.,discuss,synthetic-augmentation
"Hedef terimlerin belirlenmesi konusunda literatür, çeşitli yöntemleri ve bu yöntemlerin kombinasyonu olan ensemble metotlarını <CITE> ele almıştır.",Hedef terim tespit edilmesi için literatürde farklı yöntemler   ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler <CITE> önerilmiştir.,discuss,synthetic-augmentation
"Literatürde, hedef terim tespiti için hem münferit yöntemler hem de bunların birlikte kullanıldığı ensemble yaklaşımları <CITE> belirtilmiştir.",Hedef terim tespit edilmesi için literatürde farklı yöntemler   ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler <CITE> önerilmiştir.,discuss,synthetic-augmentation
Farklı yöntemlerin ve onların birleşimi olan ensemble yöntemlerinin hedef terim tespitinde kullanımı literatürde <CITE> değerlendirilmektedir.,Hedef terim tespit edilmesi için literatürde farklı yöntemler   ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler <CITE> önerilmiştir.,discuss,synthetic-augmentation
Hedef terimlerin belirlenmesi için literatürde tekil ve ensemble yaklaşımlar <CITE> öne sürülmüştür.,Hedef terim tespit edilmesi için literatürde farklı yöntemler   ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler<CITE> önerilmiştir.,discuss,synthetic-augmentation
"Literatürde, hedef terim tespitine yönelik çeşitli yöntemler ve bu yöntemlerin birleşimi olan ensemble modeller <CITE> değerlendirilmektedir.",Hedef terim tespit edilmesi için literatürde farklı yöntemler   ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler<CITE> önerilmiştir.,discuss,synthetic-augmentation
"Akademik çalışmalarda, hedef terimlerin saptanması amacıyla farklı teknikler ve bu teknikleri bir araya getiren ensemble sistemler <CITE> üzerinde durulmaktadır.",Hedef terim tespit edilmesi için literatürde farklı yöntemler   ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler<CITE> önerilmiştir.,discuss,synthetic-augmentation
"Hedef terimlerin belirlenmesi hususunda, literatürde çok sayıda yöntem ve bu yöntemlerin kombinasyonlarından oluşan ensemble yaklaşımlar <CITE> mevcuttur.",Hedef terim tespit edilmesi için literatürde farklı yöntemler   ve farklı yöntemlerin birlikte kullanıldığı ensemble yöntemler<CITE> önerilmiştir.,discuss,synthetic-augmentation
"Yapılan karşılaştırmalarda, iki yaklaşımın öğrenci sıralamaları üzerinde farklı sonuçlar verdiği ve bulanık mantığın daha hassas ve esnek bir değerlendirme sunduğu ortaya konmuştur <CITE> .","İki yaklaşım sonucunda öğrenci sıralamalarının farklı olduğu, bulanık mantık yaklaşımının daha hassas ve esnek olduğu görülmüştür <CITE> .",differ,synthetic-augmentation
"Öğrenci sıralamaları, uygulanan iki yöntem arasında belirgin farklılıklar göstermiş; bulanık mantık, yüksek hassasiyeti ve esnekliği sayesinde öne çıkmıştır <CITE> .","İki yaklaşım sonucunda öğrenci sıralamalarının farklı olduğu, bulanık mantık yaklaşımının daha hassas ve esnek olduğu görülmüştür <CITE> .",differ,synthetic-augmentation
İki farklı yöntemin öğrenci sıralamalarında önemli sapmalara yol açtığı ve bulanık mantık tabanlı yaklaşımın daha duyarlı ve adaptif olduğu saptanmıştır <CITE> .,"İki yaklaşım sonucunda öğrenci sıralamalarının farklı olduğu, bulanık mantık yaklaşımının daha hassas ve esnek olduğu görülmüştür <CITE> .",differ,synthetic-augmentation
