citation_context,section,citation_intent
"çekici olarak algılandığını böylece rehabilitasyonun yoğun süreci de dahil olmak üzere tedavi süreçlerinin daha verimli geçebileceği sonucuna varılmıştır Lewis et al., 2011; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"çekici olarak algılandığını böylece rehabilitasyonun yoğun süreci de dahil olmak üzere tedavi süreçlerinin daha verimli geçebileceği sonucuna varılmıştır Rizzo & Kim, 2005) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Telerehabilitasyon programlarının bir diğer avantajı da sağlık profesyonellerinin hastalardan toplanan verilere internet ve mobil cihazlar aracılığıyla kolayca erişebilmesidir (Bidargaddi & Sarela, 2008; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Telerehabilitasyon programlarının bir diğer avantajı da sağlık profesyonellerinin hastalardan toplanan verilere internet ve mobil cihazlar aracılığıyla kolayca erişebilmesidir Fan et al., 2014; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Telerehabilitasyon programlarının bir diğer avantajı da sağlık profesyonellerinin hastalardan toplanan verilere internet ve mobil cihazlar aracılığıyla kolayca erişebilmesidir Hamida et al., 2015) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Telerehabilitasyon seansları sırasında sensörler aracılığıyla toplanan veriler, daha etkili sağlık müdahaleleri sağlamak için işlenebilir (Benharref & Serhani, 2014; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Telerehabilitasyon seansları sırasında sensörler aracılığıyla toplanan veriler, daha etkili sağlık müdahaleleri sağlamak için işlenebilir Rolim et al., 2010) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Son olarak, telerehabilitasyon, hem fizyoterapistler hem de hastalar açısından sağlık hizmetlerine ulaşım süresi de hesaba katıldığında oldukça tasarruflu bir yöntem olarak değerlendirilmektedir (Koh et al., 2017) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Bireylerin postür değerlendirmesi eklem hareket açıklığı ölçümü, fiziksel aktivite takip ve eğitimi, egzersiz, aktivite yapmasını sağlayan uygulamalar bulunmaktadır (Tarakçı, 2021) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Ülkemizde fizyoterapistlik mesleği lisans eğitiminde simülasyon yöntemlerinin kullanılması tavsiye edilmektedir (Kinikli et al., 2017) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Bu uygulamalar sayesinde, üst ekstremite hareketliliğinde iyileşmeler olduğu, akıllı telefon tabanlı taşınabilir teknolojinin, felç gibi kronik durumlarda ev rehabilitasyon programlarını destekleyebileceği düşünülmektedir (Langan et al., 2020) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"olmasa da ağrı yoğunluğunu ve algılanan fiziksel sağlığını iyileştirdiğini ortaya koymuştur (Bulut, 2019; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"olmasa da ağrı yoğunluğunu ve algılanan fiziksel sağlığını iyileştirdiğini ortaya koymuştur Lee et al., 2016) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Uygulama ile kulak çınlaması tedavisi için akıllı telefon tabanlı bir bilişsel davranışçı terapi ve ses terapi platformunun potansiyel olarak umut verici biçimde etkin olduğu görülmüştür böylece bu tedavi yönteminin gelecekte randomize kontrollü çalışmaları teşvik edeceği düşünülmektedir (Abouzari et al., 2021) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Başarılı bir terapi, fiziksel işlevi iyileştirmek için eklem mobilizasyonunu ile kas güçlendirmesini iyileştirmek için uygun kombinasyon ve egzersizlerin ilerlemesini gerektirir (Khor et al., 2016) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Rehabilitasyon programı ameliyattan hemen sonra hastane ortamında başlar ve daha sonra özel/ev ortamında devam eder (Eriksson et al., 2011) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Sanal gerçeklik (VR), artırılmış gerçeklik (AR), video bazlı oyunlaştırma ortopedik hastaların rehabilitasyonu için önemli kaynaklardır (Berton et al., 2020) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Sanal gerçeklik, uyarıcı ve eğlenceli ortamlar oluşturarak, kişilerin ilgi ve motivasyonlarını kullanarak, görev bazlı tekniklerle çalışma imkânı sunan bir yöntemdir (Holden, 2005) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"VR ve AR, kullanıcıların zihninde gerçeklik algısını etkileyerek farklı bir ortamda oldukları konusunda onları ikna etme yoluyla aldatmayı amaçlamaktadır (Negrillo-Cárdenas et al., 2020) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"AR'de sanal ve gerçek gerçeklik örtüşür ve hasta potansiyel tehlikelerin farkındadır (Chan et al., 2019) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Oyunlaştırma kavramı, katılımı motive etmek için ""oyun dışı bir bağlamda oyun tasarım öğelerinin"" uygulanmasına dayanmaktadır (Allam et al., 2015) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"faydalı etkileri olduğu bilinmektedir (Negrillo-Cárdenas et al., 2020) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Ancak, hastaların rehabilitasyonu neden gerçek bir ortam yerine sanal bir ortamda gerçekleştirmesi gerektiği noktasında farklı görüşlere sahip olsalar da çalışmalar, hastaların bilişsel ve motor yönlerinin rehabilitasyonunda VR kullanımının faydalı olduğunu göstermektedir (Knight et al., 2002; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Ancak, hastaların rehabilitasyonu neden gerçek bir ortam yerine sanal bir ortamda gerçekleştirmesi gerektiği noktasında farklı görüşlere sahip olsalar da çalışmalar, hastaların bilişsel ve motor yönlerinin rehabilitasyonunda VR kullanımının faydalı olduğunu göstermektedir Laver et al., 2012) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Akıllı telefonlar ve tablet PC'ler gibi mobil cihazlar, hastalar ve klinisyenler arasında etkileşimli iletişim ile kişiselleştirilmiş ev tabanlı terapi sağlayabilir (Lohse et al., 2014) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Bu teknolojiler, hastaların hastanede kalış sürelerini ve maliyetlerini azaltmakta ve aynı anda tedavi edilebilecek hasta sayısını artırmaktadır (Doiron-Cadrin et al., 2016) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Bu rehabilite edici modların bir başka olumlu yönü, hasta ile sağlık hizmeti sağlayıcısı arasında tedaviye uyumu artıran doğrudan ve sürekli etkileşimdir (Kuether et al., 2019) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Çalışmalar, uzaktan sanal rehabilitasyonun hastanın motivasyonunu iyileştirdiğini ve tedaviye uyumu geliştirdiğini göstermiştir (Then et al., 2020) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
"Sağlık hizmetlerinde yapay zekâ uygulamaları tüm alt dallarda kullanılmaktadır (Akalın & Veranyurt, 2020) .",SONUÇ VE ÖNERİLER,background
"Yapay zekâ sağlığın birçok alanında kullanıldığı gibi rehabilitasyonun çoğu alanında tanı, tedavi ve sınıflandırma aşamalarında da kullanılmaktadır (Russell & Norvig, 2010) .",SONUÇ VE ÖNERİLER,background
"Diğer taraftan, terapist ve hasta için tedavinin zaman, yoğunluk, zorluk, hız gibi parametrelerinin esnek olarak yapılandırılmasının sağlanması, güvenilir ve geçerli kullanıcı algılama donanımı ile objektif veri sağlaması, eş zamanlı geribildirim sağlanması, gerçek yaşam simülasyonu ile aktivite eğitim kolaylığı sunması ve rehabilitasyonun sürecinde hasta ve terapistin olası tükenmişliğini azaltması açısından oldukça yararlıdır (Tarakçı, 2021) .",SONUÇ VE ÖNERİLER,background
"K-ortalamalar kümeleme yöntemi adımları aşağıdaki gibidir [26, :",Materyal ve Metot,background
K-ortalamalar kümeleme yöntemi adımları aşağıdaki gibidir 30] :,Materyal ve Metot,background
K-ortalamalar yönteminde en az küme sayısı (2 küme) ile başlanarak küme sayısının birer arttırılması sonucunda en uygun küme sayısı belirlenmeye çalışılır [31] .,Materyal ve Metot,basis
"Bunlardan en çok bilinen eşitlik yöntemi Denklem 7'de, Silhoutte indeksi Denklem 8'de, Mariott ölçütü Denklem 9'da, Wilk's Lamda ölçütü Denklem 10'da verilmiştir [32] .",Materyal ve Metot,background
Şekil 1'de ilçelerin nüfus dağılımları verilmiştir [33] .,Yöntem ve Bulgular,basis
Ancak verilerin ve küme sayısının oldukça fazla olması sebebiyle; veri kümesinde bir dizi k değeri için kümeleme yapılarak her k değeri için küme içi kareler toplamını bulan Elbow Metodu tercih edilmiştir [34] .,Yöntem ve Bulgular,basis
"Ayrıca, bükük-bağlaşım sınırını aşan Boole fonksiyonları literatürde esneklik, cebirsel bağışıklık, cebirsel derece ve mutlak gösterge gibi diğer kriptografik özellikler açısından güçlü Boole fonksiyonların tasarımı için kullanıldığından [10] , elde ettiğimiz sonuçların bu yönde katkı sağlayabilecek nitelikte olduğu düşünülmektedir.",Sonuç,support
"Ayrıca, bükük-bağlaşım sınırını aşan Boole fonksiyonları literatürde esneklik, cebirsel bağışıklık, cebirsel derece ve mutlak gösterge gibi diğer kriptografik özellikler açısından güçlü Boole fonksiyonların tasarımı için kullanıldığından [11] , elde ettiğimiz sonuçların bu yönde katkı sağlayabilecek nitelikte olduğu düşünülmektedir.",Sonuç,support
"Ayrıca, bükük-bağlaşım sınırını aşan Boole fonksiyonları literatürde esneklik, cebirsel bağışıklık, cebirsel derece ve mutlak gösterge gibi diğer kriptografik özellikler açısından güçlü Boole fonksiyonların tasarımı için kullanıldığından [12] , elde ettiğimiz sonuçların bu yönde katkı sağlayabilecek nitelikte olduğu düşünülmektedir.",Sonuç,support
"Günümüzde nesnelerin interneti (IoT), makineler arası iletişim (M2M), yapay zekâ, kuantum bilgisayarlar, blok zincir teknolojisi gibi birçok gelişmeler vardır [1] .",GİRİŞ (INTRO DUCTIO N),background
"Endüstri 4.0, bilgi teknolojilerinin gelişmesi ve internet/mobil uygulamalarının yaygınlaşması ile birlikte dijital platformlar, insan hayatında giderek daha büyük yer almaktadır [2] .",GİRİŞ (INTRO DUCTIO N),background
Bu hızlı gelişim ve teknolojik birlikt elik birçok fırsat sunmaktadır [3] .,GİRİŞ (INTRO DUCTIO N),background
"İnsanlar sosyal ağlar aracılığıyla duygu, düşünce, ihtiyaç ve beklentilerini de dile getirmektedir [4] .",GİRİŞ (INTRO DUCTIO N),background
"Sosyal medya kullanıcı s ayıları (milyon) (Social media user numbers) (millions) Statista [5] , Temmuz 2021 verilerine göre dünya genelinde en popüler sosyal medya kullanıcı sayıları Şekil 1'de gösterilmektedir.",GİRİŞ (INTRO DUCTIO N),background
"Bunlardan ilki Softmax sınıflayıcı katmanı diğeri ise tespit edilen bölgenin tespit edilme doğruluğunu veren regresyon katmanıdır (Yang vd., 2017) .",Faster R-CNN modeli Faster R-CNN model,basis
"Bunlardan ilki Softmax sınıflayıcı katmanı diğeri ise tespit edilen bölgenin tespit edilme doğruluğunu veren regresyon katmanıdır  . (Szegedy vd., 2016)",Faster R-CNN modeli Faster R-CNN model,basis
"Sonuçlar, kullandığımız algoritmanın [22] 'den daha iyi sonuç verdiğini ve  'e yakın sonuç verdiğini göstermektedir.",Performans Analizi,differ
"Sonuçlar, kullandığımız algoritmanın  'den daha iyi sonuç verdiğini ve [23] 'e yakın sonuç verdiğini göstermektedir.",Performans Analizi,differ
Çarpışma Sezim i Al gori tmalarındaki İşlem Sa yıl arı Algoritma Möller [22] Tropp et al.,Performans Analizi,other
Çarpışma Sezim i Al gori tmalarındaki İşlem Sa yıl arı Algoritma Möller   Tropp et al. [,Performans Analizi,other
"Çalışması sonunda eğitim sürelerinin, burs ya da kredi alma durumuna göre değiştiğini ve ayrıca maddi durumları ile annelerinin çalışması arasında bağlantı olduğunu görmüştür. Demir (2015) de öğrencilerin sınavlara yönelik not durumlarını yapay sinir ağları ile tahmin etmeye çalışmış ve 0.63 korelasyon katsayısı elde etmiştir.",Tartışma ve Sonuç,discuss
"Fakat buradaki çalışmada ise 0.81 korelasyon katsayısı elde ederek daha iyi tahminler elde edilmiştir. Şengür ve Tekin (2013) ise öğrencilerin mezuniyet notlarını tahmin etmek için yaptıkları çalışmada karar ağaçlarını kullanarak 0.76 korelasyon katsayısı ile tahminler elde ederken, yapay sinir ağları kullanarak korelasyon 0.93 değeri ile tahminler elde etmişlerdir.",Tartışma ve Sonuç,differ
Sonraki aşamada sunulan model daha önce karşılaşılmayan haber metinlerinin doğru veya yanlış olduğuna yönelik olarak çıkarımlarda bulunabilmektedir [10] .,İlişkili Çalışmalar,background
"Dünya çapında araştırmacılar tarafından sahte haberleri sınıflandırmak için Denetimli öğrenme kapsamında CNN, destek vektör makineleri, karar ağaçları gibi algoritmalar kullanılmaktadırlar [4] .",İlişkili Çalışmalar,background
"Dünya çapında araştırmacılar tarafından sahte haberleri sınıflandırmak için Denetimli öğrenme kapsamında CNN, destek vektör makineleri, karar ağaçları gibi algoritmalar kullanılmaktadırlar [11] .",İlişkili Çalışmalar,background
Ancak bu sayede metinler algoritmalar tarafından kullanılabilen sayısal temsillere dönüştürülerek metinlere ait özellik alt kümeleri elde edilebilmektedir [4] .,İlişkili Çalışmalar,background
Ahmed ve ark. [12] Farklı MÖ algoritmalarını karşılaştırdıkları çalışmalarında karar ağaçlarını kullanmışlardır.,İlişkili Çalışmalar,background
Sahte haberlerin tespiti için mevcut en modern denetimsiz öğrenme algoritmalarından birisi Zhang ve ark. [13] tarafından tanıtılmıştır.,İlişkili Çalışmalar,background
[14] 'de araştırmacılar blockchain ve Bi-LSTM tabanlı bir sınıflandırıcı model sunmuşlar ve sahte haber sınıflandırma problemine katkı sunmuşlardır.,İlişkili Çalışmalar,background
Mansouri ve ark. [15] hem etiketli hem de etiketsiz verileri kullandıkları bir CNN modeli önermişlerdir.,İlişkili Çalışmalar,background
Böyle bir topluluk yaklaşımı Mahabub ve ark. [16] tarafından tanıtılmıştır.,İlişkili Çalışmalar,background
Çalışmada COVID-19 adlı sahte haber tespit veri seti [17] ve GloVe   ön eğitimli kelime gömülme katmanının sağladığı bağlamsal temsiller kullanılmıştır.,İlişkili Çalışmalar,basis
Çalışmada COVID-19 adlı sahte haber tespit veri seti   ve GloVe [18] ön eğitimli kelime gömülme katmanının sağladığı bağlamsal temsiller kullanılmıştır.,İlişkili Çalışmalar,basis
Bu zararlı ve yıkıcı etkinin motive ettiği bir araştırmacı grubu [17] twitter dan sahte ve gerçek haber sınıflarını içeren oldukça kapsamlı bir veri seti hazırlamıştır.,Materyal ve Metotlar,basis
Metinleri vektörlerle temsil etme noktasında bir başka tercih ise oldukça güncel bir temsil şekli olan kelime gömülmeleridir. Bir-eleman-bir kodlamadan farklı olarak vektörler küçük boyutlu ondalık değerlerden oluşmaktadır. Çok boyutlu bir temsil söz konusu değildir [19] .,Materyal ve Metotlar,background
Kelime gömülmelerinin araştırma alanlarında kullanılarak yaygınlaşması ise Mikolov ve ark. [20] nın geliştirdiği word2vec algoritmasından sonra mümkün olmuştur.,Materyal ve Metotlar,background
"Kabaca girdi katmanına yakın olan katmanlar alt katmanlar, çıktı katmanına yakın olan katmanlar ise üst katmanlar olarak adlandırılmaktadır. MLP sinir ağları ileri beslemeli sinir ağlarına bir örnektir [21]. Deneysel süreçler boyunca 128 birimden oluşan 1 gizli katman kullanılmıştır.",Materyal ve Metotlar,background
Özetle yapısında döngü bulunduran bir sinir ağıdır. CNN’lerden farklı olarak veriyi bir defa da değil sıralı olarak iç döngüsü içinde işlerler [22]. Girdi boyutu ile uyumlu olacak biçimde kurulan model 32 birimli RNN’de Relu aktivasyon fonksiyonu kullanılmıştır.,Materyal ve Metotlar,background
Geçmiş bilginin unutulmaması ve sonraki adımlara aktarılabilmesi durumu mümkün olmaktadır [23] .,Materyal ve Metotlar,background
Böylelikle CNN modelleri metinlerin morfolojisini öğrenebilmektedir [24] -  .,Materyal ve Metotlar,background
Böylelikle CNN modelleri metinlerin morfolojisini öğrenebilmektedir  - [28] .,Materyal ve Metotlar,background
"Sahte haber tespiti için ikili sınıflandırma görevi biçiminde modellenen çalışmayı değerlendirmek için, sınıf sayıları bakımından oldukça dengeli veriler içeren COVID-19 [17] veri seti kullanılmıştır.",Bulgular ve Tartışma,basis
"Sosyal ağlar; kullanıcıların sanal ortamda çevrimiçi arkadaşlıklar kurabildiği; durumlarını, ilgi alanlarını, etkinlik bilgilerini paylaşabildiği aynı zamanda çok güçlü bir bilgi edinme ve yayma işlevi olan bir çeşit ilişki ağı olarak tanımlanmaktadır (Akaichi, 2014) .",Giriş,background
"Belirli bir amaca yönelik olarak kurulan sosyal ağlar temel olarak metin görünü, zaman ve konum bilgilerini içermektedir (Al-Abad ve diğ., 2009) .",Giriş,background
"Bu uzaysal-zamansal verilerin elde edilmesi ve gösterimi; olay tespiti, görüntü açıklama, çapraz medya araştırması ve diğer birçok çalışma alanının temellerini oluşturmaktadır (Apaydin, Celik ve Elci, 2010) .",Giriş,background
"Ancak, rota ayrıtı sayısı arttıkça olurlu çevrimlerin sayısının üssel hızda büyümesi nedeniyle, büyük ölçekli problem örneklerinin etkin şekilde çözümü için sezgisel yöntemler önerilmiştir [1] .",Giriş,background
"Ancak, rota ayrıtı sayısı arttıkça olurlu çevrimlerin sayısının üssel hızda büyümesi nedeniyle, büyük ölçekli problem örneklerinin etkin şekilde çözümü için sezgisel yöntemler önerilmiştir [2] .",Giriş,background
"Lacomme vd. [12] , KARP ve birden fazla amacı da içeren bazı uzantılarının çözümü için bir MGA önermişlerdir.",Giriş,background
"Prins [13] , Araç Rotalama Problemi (VRP) ve bazı uzantılarının çözümü için bir MGA yaklaşımı sunmuş ve denektaşı (benchmark) problem örnekleri üzerinde o zamana kadar VRP için en başarılı çözüm yaklaşımı olan Tabu Arama yaklaşımından daha etkin çalıştığını ortaya koymuştur.",Giriş,background
"Prins [14] , başka bir çalışmasında, Heterojen VRP'ler için iki ayrı MGA yaklaşımı önermiş ve çok sayıda denektaşı problem örneğinin bilinen en iyi çözümlerini iyileştirmiştir.",Giriş,background
"Liu vd. [15] , taşıyıcı bir firmanın müşterilerinden sipariş aldığı tam kamyon yükü gönderilerinden hangilerini kendi aracı ile taşıyacağını hangilerini işbirliği yaptığı taşıyıcı firmalara taşıtacağına karar vermesine yardımcı olacak bir Tercihli (selective) KARP'ın çözümü için bir MGA önermişlerdir.",Giriş,background
"Arakaki ve Usberti [17] , araçların başladığı yere dönme zorunluluğunun olmadığı Açık KARP için bir MGA önermişlerdir.",Giriş,background
"Tirkolaee vd. [18] , kentlerde çöp toplama işlemlerinin çevreye etkisini en aza indirgeme hedefinden ortaya çıkan Çok-Seferli (multi-trip) Yeşil KARP için bir MGA önermişlerdir.",Giriş,background
"Hiermann vd. [19] ; standart içten yanmalı motorlu, şarj edilebilir melez motorlu ve sadece elektrikli motorlu araçların bir arada kullanılabildiği bir VRP tanımlamış ve çözümü için bir MGA önermişlerdir.",Giriş,background
"Turların sınırları, Ulusoy'un çalışmasında [20] ilk defa önerdiği gibi, permütasyonun tanımladığı dev turun (giant tour) en kısa yol probleminin çözülmesinde kullanılanlara benzer algoritmalar yoluyla parçalanmasına dayanan yöntemiyle dolaylı olarak belirlenmişlerdir.",Giriş,background
"E-ticaret, ticari faaliyetlerin internet üzerinden yürütülmesi ve bu şekilde ürünlerin ve hizmetlerin dijital olarak pazarlanması, satışını ve teslimatını kapsayan ticari bir iş modelidir [1] .",Giriş,background
"E-ticaret iş modelleri, çeşitli türdeki ürünlerin ve hizmetlerin pazara sunulmasını sağlamakta ve tüketicilerin ihtiyaçlarını giderebileceği ürünlere ve hizmetlere daha kolay bir şekilde erişmelerine olanak vermektedir [2] .",Giriş,background
"İnternet kullanımının yaygınlaşması, internete erişimin kolaylaşması, mobil cihazların ve mobil uygulamaların sayısının artması, avantajlı fiyatlar, 7/24 kesintisiz hizmetlerin sağlanması, ürün seçeneklerinin ve alternatiflerinin sunulması, kolay iade opsiyonu vb. birçok etki ile birlikte e-ticaretin giderek artan bir şekilde tercih edildiği görülmektedir [3] .",Giriş,background
"Müşterilerin geri bildirimleri, işletmelerin ürünlerini ve hizmetlerini geliştirmelerine, müşteri memnuniyetini artırmalarına ve müşteri sadakatini sağlamalarına yardımcı olmaktadır [4] .",Giriş,background
"Ağızdan ağıza elektronik iletişim (word of mouth) kavramı ile açıklanan bu durum, benzer ürünlere veya hizmetlerle ilgilenen potansiyel müşterilerin elektronik bir platform üzerinden iletişim kurması, ürünlere ya da hizmetlere ilişkin görüşlerini ve deneyimlerini paylaşmasına dayanmaktadır [5] .",Giriş,background
"Böylece işletmeler, müşteri geri bildirimlerinden daha hızlı ve etkili bir şekilde yararlanabilirler [3] .",Giriş,background
Araştırma bulguları metin üzerinden sınıflandırma yapmak üzere karar ağaçlarının kullanılabileceğine işaret etmektedir [6] .,Giriş,background
Yorumlar dikkate alınarak müşteri şikâyetlerinin ağırlıklı olarak hangi kategoriler altında yer aldığı ortaya çıkarılmıştır [7] .,Giriş,background
Sonuç olarak %80 doğruluk oranı ile en iyi sonuç LR algoritması ile elde edilmiştir [8] .,Giriş,background
"Araştırma sonucunda %94,03 sınıflandırma doğruluğu raporlanmıştır [10] .",Giriş,background
"Araştırma sonucunda en fazla şikâyet alanları; kargolama, televizyon, cep telefonu, dizüstü bilgisayar, kulaklık gibi ürünlere yoğunlaşmıştır [11] .",Giriş,background
"Araştırma sonucunda, boyut indirgeme yaklaşımının modellerin genelleştirme performansı ortalama %6 katkı sağladığı rapor edilmiştir [12] .",Giriş,background
"Sözlük tabanlı SentiTFIDF yöntemi, Türkçe otel yorumlarını içeren bir veri seti üzerinde kullanılmıştır ve araştırma sonucunda RO algoritmasıyla %89'luk bir AUC değeri rapor edilmiştir [13] .",Giriş,background
"Sözlük tabanlı önerilen bir diğer araştırmada, %77,50 sınıflandırma doğruluğu rapor edilmiştir ve önerilen modelin Türkçe metinler için iyi bir genelleştirme performansı sağladığı vurgulanmıştır [14] .",Giriş,background
"Bir diğer araştırmada, sosyal medya uygulamalarında kullanıcı yorumlarının sınıflandırılmasını sağlamak üzere Bayes algoritmasına dayanan bir mobil uygulama çalışması gerçekleştirilmiştir ve çalışma sonucunda %88 sınıflandırma başarımına ulaşılmıştır [15] .",Giriş,background
"Model-View-Controller (MVC), bir mimari desendir ve web tabanlı uygulamalar geliştirirken yaygın bir şekilde kullanılmaktadır [16] .",Materyal ve Metotlar,background
"Bu adımda, veri setindeki hatalar, eksik veriler ve aykırı değerler gibi sorunlar giderilir [17] .",Materyal ve Metotlar,background
"Bu nedenle, önişleme adımı, veri bilimindeki en önemli adımlardan biridir ve dikkatle yapılması gerekmektedir [18] .",Materyal ve Metotlar,background
"Bu sayede, metinlerdeki kelime ve cümle yapıları, sayısal verilerle ifade edilebilir ve daha kolay bir şekilde işlenebilir hale getirilir [19] .",Materyal ve Metotlar,background
"𝑊, herbir giriş vektörü için tanımlanan ağırlık vektörü ve 𝜎 logistic sigmoid aktivasyon fonksiyonudur [23] .",Materyal ve Metotlar,basis
"Yüksek AUC değerleri, modelin doğru sınıflandırma oranının yüksek olduğunu gösterirken, düşük AUC değerleri ise modelin sınıflandırma performansının düşük olduğunu ifade eder [25] .",Materyal ve Metotlar,background
İdeal token sayısını belirlemek üzere yapılan deneysel çalışma kapsamında Adam optimizasyon algoritması kullanılmıştır ve bu algoritmanın girdi parametreleri varsayılan değerleriyle kullanılmıştır [26] .,Bulgular ve Tartışma,basis
Özellikle bazı nesli tükenen bitkiler koruma altına alınarak yaşatılmalıdır [1] .,Giriş,background
"Bitkileri ve çiçekleri ayırt etmek araştırmacılar, ziraat mühendisleri, orman mühendisleri, çiftçiler ve botanikçiler için önem taşımaktadır [2] .",Giriş,background
"Bununla birlikte, çiçeklerin karmaşık arka planı, farklı çiçek türleri arasındaki benzerlikler ve aynı çiçek türleri arasındaki farklılıklar nedeniyle, çiçek görüntülerinin tanınması ve çiçek sınıflandırma zorlu bir görevdir [3] .",Giriş,background
Derin öğrenme yöntemleri son zamanlarda görüntü işleme ve sınıflandırma konularındaki yüksek başarım göstermektedir [4] .,Giriş,background
"Jobin vd. fraktal boyuta dayalı olarak bitki sınıflandırması ve tanımlaması için yaprak görüntülerinde üç seviyeli kontur, kontur-sinir ve sinir fraktal boyutlarını hesaplamışlardır. 500 yapraklık bir test seti ile %84 doğruluk oranına ulaşmışlardır [5] .",Giriş,background
"Yaprak görüntüleri incelenerek yaprak arka plandan ayrılmış, yaprak şekli bir dizi sayısal özellik kullanılarak karakterize edilmiş ve sınıflandırma işlemi en yakın komşu yöntemiyle yapılmıştır [6] .",Giriş,background
"İki aşamalı olan segmentasyon modelinde ilk aşamada, ön ve arka planın ayrılması işlemi yapılmış, ikinci aşamada ise çiçek taç yapısının çıkarılması gerçekleştirilmiştir [7] .",Giriş,background
"17 çiçek türü ve 1360 görüntüden oluşan bir veri kümesinde renk özellikleri ile %73,7, şekil özellikleri ile %71,8 ve renk ve şekli birleştirerek %81,3 performansa ulaşmışlardır [8] .",Giriş,background
Oxford-17 ve Oxford-102 çiçek veri kümeleri için %91 ile %100 arasında değişen başarım oranları elde etmişlerdir [14] .,Giriş,background
"Sınıflandırma sonuçları Oxford 102 çiçek veri kümesinde %97,1 ve Oxford 17 çiçek veri kümesinde ise %98,5 olmuştur [15] .",Çiçeklerin,background
Bu çalışmada Oxford 102 Flowers veri seti kullanılmıştır [11] .,Veri seti,basis
"Bu çalışmada öğrenme oranı 0,01'de başlatılmış ve eğitim ilerledikçe ağırlıkların ince ayarı için 10 -6 değerine kadar düşürülmüştür [24, .",Veri seti,basis
"Bu çalışmada öğrenme oranı 0,01'de başlatılmış ve eğitim ilerledikçe ağırlıkların ince ayarı için 10 -6 değerine kadar düşürülmüştür 25] .",Veri seti,basis
"Sözcükler arası bağlılıkların ayrıştırmadaki önemli etkisinin anlaşılması (Charniak, 2000) ile birlikte bağlılık gramerleri ayrıştırma alanında sıkça kullanılır hale gelmişlerdir.",Giriş,background
"Sözcükler arası bağlılıkların ayrıştırmadaki önemli etkisinin anlaşılması (Collins, 1996) ile birlikte bağlılık gramerleri ayrıştırma alanında sıkça kullanılır hale gelmişlerdir.",Giriş,background
"Tümce yapısı Türkçe derlemdeki bağlılıkların %95'inin sağa bağımlı türde bağlılıklar olmasından yola çıkarak, bu ayrıştırıcıda ayrıştırma algoritması olarak Sekine vd. (2000) 'nin ""Geriye doğru demetli arama"" algoritması kullanılmıştır.",Şekil 3. Türkçe bir tümcedeki bağlılıklar,basis
