id,citation_context,section,citation_intent
34826,Derin öğrenme yöntemleri son zamanlarda görüntü işleme ve sınıflandırma konularındaki yüksek başarım göstermektedir <CITE> .,giriş,background
49440,Çalışmada kullanılan veri setine <CITE>’dan erişilebilinir.,veri seti,basis
49436,"Narayanaswamy biyolojik terim isimlerini, Rindfleisch ilaç isimlerini bulmaya yönelik çalışmıştır. Sekine <CITE> ise çalışmasında 4 tane ayrıntılı alt kategori içeren varlık ismi hiyerarşisi tanımlanmıştır.",giriş,background
29973,"Başka bir çalışmada, Yixiao Y. vd, çoklu görüde nesne takibi işlemini farklı bir bakış açısıyla ele almışlardır <CITE> .",giriş,background
35344,Veri madenciliği ise bu keşif sürecinin belki de en önemli / kilit rol oynayan aşamasıdır <CITE> .,kavramlar,background
49107,"Bu işlem için de çalışmamızda, birbiriyle bağlantısı olmayan ama sınıfla ilişkisi yüksek öznitelik alt kümelerini sezgisel fonksiyon aracılığıyla sıralayan korelasyon tabanlı öznitelik seçimi algoritması (Correlation-based Feature Selection) <CITE> kullanılmıştır.",materyal ve metot,basis
31565,"Amasyalı, Diri ve Türkoğlu <CITE> , yazarı bilinmeyen bir dokümanın önceden belirlenmiş ve yazarlık özellikleri çıkarılmış 18 farklı yazardan hangisine ait olduğunu Naive Bayes",giriş,background
42679,Patel ve ark. tarafından sunulan çalışmada Hindistan borsa hisse senetlerinin negatif/pozitif yönlü hareketleri bir sınıflandırma problemine dönüştürülerek tahmin edilmeye çalışılmıştır <CITE> .,literatür taramasi,discuss
40029,Paralel ve seri algoritmalar çalıştırılarak analizler süre bakımından karşılaştırılmıştır <CITE> .,literatür incelemesi,background
38288,"Bugün Uber*, Amazon**, TripAdvisor*** firmaları, ilgili alanda faaliyet gösteren işletme ve satıcılara ilişkin yorumlarla sırasıyla 100 milyon*, 300 milyon** ve 450 milyon*** civarı kullanıcının yoğun iletişim ve ilişki kurmasına imkân tanımaktadır <CITE> .",giriş,background
43560,Nemenyi ise oluşturulan modellerin birbirinden farklı olup olmadığını ölçen post-hoc istatistiksel bir testtir <CITE> .,materyal ve metot,background
49455,"𝑂𝑝𝑡𝑃, 𝑃 problem örneği için <CITE>’de paylaşılan optimum objektif değer ve 𝑓(𝐵𝑃) ilgili örnek için TFHGA’nın bulduğu en iyi çözümün objektif değeri olmak üzere 𝑂𝐵𝑆‘ler formül (9) kullanılarak hesaplanmıştır. ",deneysel çalışma,basis
36552,"<CITE> 'daki çalışmada elde edilen sonuçlar incelendiğinde tek bir robotun navigasyon başarısı ~95%, çoklu robotların navigasyon başarısı ~90% olmuştur.",giriş,background
32659,"Bu çalışmada, (1057,31)-aralıklı diziler ile temsil edilen DSBF'lerin oluşturduğu ve büyüklüğü 2 69.6 olan arama uzayında sezgisel arama yürütülerek, daha önce (151,217)-ve (217,151)-aralıklı diziler ile temsil edilen genelleştirilmiş DSBF'lerin oluşturdukları arama uzaylarında yapılan tam arama ve sezgisel arama yöntemlerinin ulaştığı <CITE>doğrusal olmama değeri iyileştirilmiştir.",sonuç,support
29796,1990 yılında L'Ecuyer <CITE> orta seviyedeki bir bilgisayar kullanım bilgisine sahip bir kullanıcı için düzgün rasgele değişkenler üretilmesi problemini çözmüştür.,rasgele sayı üreteçlerinin tarihsel gelişimi,background
29195,"Rastgele ağaçlar, etkin bir biçimde oluşturulabilmekte ve birçok rastgele ağacın oluşturduğu modeller genellikle yüksek doğruluk oranına sahip olmaktadır <CITE> .",karar ağaci yöntemi,background
29329,"Daha yakın zamanlarda, geleneksel algoritmalardaki sınırlamalar ve hesaplamalı işlem gücündeki artış, araştırmaları kan hücresi sınıflandırması için destek vektör makineleri  , bayes sınıflandırıcıları <CITE> ve rasgele orman   gibi makine öğrenimi yöntemleri geliştirmeye yöneltti.",giriş,background
29670,"YSA, insanların öğrenme şeklini taklit ederek yeni bilgiler türetme ve oluşturma gibi yetenekleri gerçekleştirmek için insanın öğrenme sürecinin matematiksel olarak modelleyen   veya örneklerden olaylar arasındaki ilişkileri öğrenerek daha sonra hiç görmediği örnekler hakkında öğrendikleri bilgileri kullanarak karar veren sistemlerdir <CITE> .",giriş,background
49124,"Ayrıca EHO, insansız hava aracı yol planlaması  , çizelgeleme  , yük frekansı kontrolü <CITE> gibi problemlerin çözümünde kullanılmıştır.",giriş,background
29936,Ele alınan metnin zorluk seviyesi ile ilgili bir değerlendirme yapan <CITE> göre metinde yer alan kelimelerin ve cümlelerin uzunluğu okuma güçlüğünün derecesini yükseltmektedir,literatür araştirmasi,background
32359,"Engelliler arasında yapılan telerehabilitasyon hakkında sistematik bir incelemede, müdahalelerin %71'inin başarılı olduğunu ortaya konmuştur <CITE> , böylece uzaktan çevrimiçi sağlık müdahalesinin uygulanmasına yönelik kanıta dayalı uygulama önerileri desteklenmiştir  .",yapay zekâ temelli akilli rehabilitasyon teknikleri,background
29794,"Bilgisayar tabanlı rasgele sayı üreteçlerinin tasarım ve analizi için önemli kaynaklardan biri Knuth'un ""The Art of Programming"" isimli klasik eseri olmuştur <CITE> .",rasgele sayı üreteçlerinin tarihsel gelişimi,background
31872,Kumar vd. tarafından kısıtlı kaynaklı SoC aygıtlar ile geliştirilen IoT tabanlı hasta izleme sistemi bu tür çalışmaların ilkleri arasındadır <CITE> .,literatür özeti ve problemin tanımı,background
34858,Derlem oluşturulurken sözcüklerin analizi için kullanılan biçimbirimsel çözümleyici <CITE> sentaks ve anlamsal bilgi de dahil olmak üzere oldukça zengin bir çözümleme bilgisi sunmaktadır.,çk etiketlerinin indirgenmesi,basis
34892,Teknolojik gelişmeler ile birlikte elde edilen veriler sadece daha sonra kontrol edilmeyip anlık değerlendirmeler ile de (real time) kullanılabilmektedir <CITE> .,giriş,background
41752,"Kolay ve Erdoğmuş çalışmalarında göğüs kanseri veri setini herhangi bir ön işleme yapmadan, Matlab ve Weka programları üzerinde K-means yöntemi ile sınıflandırmış ve çeşitli parametre değişimleri ile %45 ile %79 arasında değişen başarılar elde etmişlerdir <CITE> .",giriş,background
41731,Diğer tüm kanser türlerinde olduğu gibi göğüs kanserinin de erken teşhisi ölüm oranını azaltmada kritik bir öneme sahiptir <CITE> .,giriş,background
35081,Yapılan başka bir yönlü arama çalışmasında kütüphane katalogları ile araştırmacılar arasındaki etkileşimin geliştirilip geliştirilmediği araştırılmıştır <CITE> .,bilgi erişim merkezleri ve uygulamalar,background
29717,"Proje maliyet tahmini, proje etkinliklerinin tamamlanabilmesi için gereken parasal kaynaklara yaklaşım geliştirme sürecidir (ANSI/ <CITE> .",giriş,background
30170,"Hispatolojik görüntülerden ilgilenilen alanların tespit edilmesi <CITE> , göğüs ve beyin ultrason görüntülerinden kanser hücrelerinin tespit edilmesi gibi  -   bir çok görüntü işleme alanında bulanık kümeleme yaklaşımları ile yüksek başarımlar elde edilmiştir  ,  .",giriş,background
29258,"Miller ve arkadaşlarının araştırması, disiplinlerarası bir araştırma ekibinin parçası olarak çalışan öğrenci deneyimlerine ilişkin bir vaka çalışması sunmaktadır <CITE> .",ilgili çalişmalar,background
48484,"DG, Price ve Storn tarafından 1995 yılında geliştirilen ve özellikle sürekli optimizasyon problemlerinin çözümünde kullanılan populasyon temelli sezgisel bir algoritmadır <CITE> .",yöntem,basis
35478,Bulut bilişimin hizmet alanında dört faklı tür kullanılmaktadır <CITE> .,giriş,background
49040,"Saldırı tespit sistemleri için kesinlik ve kararlılık iki önemli metriktir   ve son yıllarda, bu önlemleri geliştirmek için birçok çalışma yapılmıştır <CITE> .",giriş,background
48987,"Bu sınıflandırıcılar literatürde kabul gören k-nearest neighbors(KNN)  , Naive-bayes (NB)  , Random Forest(RF) <CITE> , Gradient Boosting (GB)  , LightGBM  , Discriminant Analysis  , Adaboost   ve Xgboost   sınıflandırıcılarıdır.",esa katmanları ve sınıflandırıcılar,background
33898,Uygun kural vektörünün bulunması için kural vektörlerinin rasgele elde edilmesi yukarıda verilen Teorem   1 ve Teorem <CITE> 2'ye göre yapılmıştır.,hücresel otomata temelli ikili siniflandirma,basis
34827,"Jobin vd. fraktal boyuta dayalı olarak bitki sınıflandırması ve tanımlaması için yaprak görüntülerinde üç seviyeli kontur, kontur-sinir ve sinir fraktal boyutlarını hesaplamışlardır. 500 yapraklık bir test seti ile %84 doğruluk oranına ulaşmışlardır <CITE> .",giriş,background
29899,"Teorik olarak uygulamalı dil bilimi, doğal dil işleme algoritmaları veyahut metin madenciliği alanında ele alınan okunabilirlik kavramı, pratikte her alanda doğru anlaşılabilmek için doğru yazılı materyalin seçilmesinde, farklı alanlarda uzman olan veya olmayan kişilere bilgi aktarılmasında ve yazılı teknik metinler için bir standart oluşturulmasında kullanılmaktadır <CITE> .",giriş,background
48751,"Yoklamadan kaynaklanan süre kayıplarını ortadan kaldırmak veya en aza indirmek amacıyla günümüzde yoklama işlemi akıllı kart, radyo frekansı ile tanımlama (Radio Frequency IDentification, RFID), yakın alan haberleşmesi (Near Field Communication, NFC) <CITE>, akıllı telefon uygulamaları vb. birçok farklı teknolojik altyapı kullanılarak otomatik bir şekilde gerçekleştirilmektedir.",giriş,background
35091,"Bilgisayarlı çeviri konusunda A.C. Tantuğ <CITE> , M. Orhun   ve Ö. Çetinoğlu'nun   çalışmaları örnek olarak verilebilir.",ddi'nin ilgi alanları,background
35740,"Mevcut diğer araştırmaların bir bölümü, uygulama modeli değil, kavramsal çerçeve sunmaktadır<CITE> .",ilgili çalışmalar,background
48666,Formant sentezleme yöntemi birkaç parametrenin varyasyonu üzerinde çalıştığı için herhangi bir veri kümesine ihtiyaç duymamaktadır <CITE> .,ilgili çalişmalar,background
48973,Çalışmada kullanılan IMDB veri seti literatürde film yorumlarının incelemesi için kullanılan en büyük veri setlerinden birisidir<CITE> .,veri seti,basis
35063,"Sadece bilim adamlarının değil aynı zamanda işletmelerin, tıp çalışanlarının ve diğerlerinin de ilgi odağı durumundadır <CITE> .",giriş,background
48794,"Bu sinir ağı girdiler, ağırlıklar, toplam fonksiyonu, birleşme fonksiyonu, aktivasyon fonksiyonu ve çıkıştan oluşmaktadır  , <CITE> .",meteryal ve metot,background
29615,Ayrıca ağın eğitimi aşamasında en iyi performansı elde etmek için uyarlanabilir moment tahmini (ADAM) ve momentumlu stokastik gradyan iniş (SGDM) gibi optimizasyon algoritmaları kullanılmaktadır <CITE> .,materyal ve metodoloji,basis
30221,Konuyla ilgili detaylı bilgilere yazarın doktora tezinden ulaşılabilir <CITE> .,materyal ve metot,background
30108,"Baccoubhe ve diğ. <CITE> yapmış oldukları çalışmada; insan hareketlerini herhangi bir ön bilgi kullanmadan sınıflandırmayı öğrenen, tamamen otomatikleştirilmiş derin bir model önermişlerdir.",giriş,background
29284,"Literatürde bu konu ile ilgili rastlanabilecek iki temel araştırma konusundan ilki stratejik bilişim sistemlerinin planlaması iken, ikincisi de BT yatırımlarını değerlendirmek için kullanılacak tekniklerdir <CITE> .",bilişim teknolojisi yatırımlarının değerlendirilmesi,background
48847,Lineer SVM destek vektör kümesini aşamalı olarak oluşturan sezgisel olarak tahm in yapan bir algoritmadır <CITE> .,makine öğrenimi ve çizge algoritmaları,background
35163,Her bir prensibin uygulandığı örnek canlandırmalara <CITE> kaynağından ulaşılabilir.,yöntem,basis
30310,En yaygın nesne kategorilerini bulmak için Sun <CITE> veri tabanından elde edilen istatistiklerden yararlanmıştır.,yaygın kullanılan veri kümeleri,background
49558,Regresyon ile RMSE değerinin en az 0.0271 gr'a kadar düşürülebildiği bildirilmiştir <CITE>.,tartışma,differ
42260,"<CITE> , veri tabanı modelinin kalitesini arttırmak için kriterleri bütünlük, doğruluk, ifade edilebilirlik, okunabilirlik, minimalite, kendini açıklama, genişletilebilirlik ve normallik olarak belirtmiştir.",giriş,background
47215,"Sonuçlar, referans sonuçları <CITE> ile daha kaba hesap ağı kullanılmasına rağmen iyi bir uygunluk göstermektedir.",sonuçlar ve tartışma,support
48569,"Bu iyileştirmeler, geçmişten günümüze kadar kullanılan 1G/2G/3G sistemlere kıyasla, LTE üzerinde mobil hücresel ağlarda artan beklentilere yol açmaktadır. <CITE> .",giriş,background
49576,Önerdiğimiz model ile BSDS300 veri kümesinde gürültü türü saptamasında Sil ve ark. <CITE>’ya göre başarılı bir sonuç elde edilmiştir.,sonuçlar ve tartışma,support
36466,"Sınıflandırma aşamasında BT akciğer görüntüleri, özelliklerine göre normal, iyi huylu ve kötü huylu olarak sınıflandırılır <CITE>",veri ve yöntem,basis
48693,"Malayalamca için ek olarak 18 erkek konuşmacının seslendirdiği 6.407'si benzersiz olan toplam 12.749 kelime içeren ve 2,49 saat uzunluğunda bir veri kümesi geliştirilmiştir <CITE> .",ilgili çalişmalar,background
30328,"Lan vd., yerel bir bölgedeki komşu noktaların geometrik ilişkilerini modellemek için, GeoConv olarak adlandırılan kapsamlı evrişim benzeri bir işlemi her noktaya ve yerel komşusuna uygulayan Geo-CNN önerilmiştir <CITE> .",noktasal tabanlı yöntemler,background
29616,2017 yılında Google tarafından önerilen MobileNetV1 modelinin en önemli özelliği mobil cihazlara veya düşük hesaplama gücüne sahip herhangi bir cihazda kullanılmak amacıyla geliştirilmiştir <CITE> .,materyal ve metodoloji,background
48781,"Sahra altı Afrika, Güney Afrika ve Güneydoğu Asya'da kişi başına düşen israf miktarı yalnızca 6-11 kg/yıl iken, Avrupa ve Kuzey Amerika'da tüketiciler tarafından kişi başına düşen gıda israfının 95-115 kg/yıl olduğu bildirilmektedir <CITE> .",giriş,background
32323,Hareket oluşturucu mekanizma olarak FES her hasta için uygun değildir <CITE>.,yapay zekâ temelli akilli rehabilitasyon teknikleri,background
48532,Nesnelerin interneti Endüstri 4.0 ile birlikte ön plana çıkmış olup akıllı fabrikalarda kullanılmaktadır <CITE> .,giriş,background
31567,"Biricik ve Diri <CITE> , 28567 adet Türkçe web sayfasından elde edilen 13 farklı kategorideki dokümanın özelliklerini, terimlere ağırlık vererek ve olasılık dağılımlarını göz önüne alarak çıkarmışlardır.",giriş,background
49291,Sahte haberlerin tespiti için birçok çalışmada araştırmacılar yazım stillerine odaklanarak metinleri gerçek veya yalan haberler olarak sınıflandırmayı denemiş olsalar da <CITE> bu yaklaşımlar ile incelenen haberlerde tam bir netlik sağlayamamışlardır. ,giriş,background
30318,"Tüm bu veri kümeleriyle beraber araştırmaları ve yapılacak pratik uygulamaları kısa sürede değerlendirmek için farklı Oakland <CITE> , iQmulus   gibi birçok kaliteli fakat yaygın kullanılmayan veri kümeleri bulunmaktadır.",yaygın kullanılan veri kümeleri,background
48985,"Bu sınıflandırıcılar literatürde kabul gören k-nearest neighbors(KNN) <CITE> , Naive-bayes (NB)  , Random Forest(RF)  , Gradient Boosting (GB)  , LightGBM  , Discriminant Analysis  , Adaboost   ve Xgboost   sınıflandırıcılarıdır.",esa katmanları ve sınıflandırıcılar,background
29701,"Hassasiyet ölçümü, mevcut verideki pozitif durumların başarı tahminini göstermek için kullanılır <CITE> .",yöntemler,background
29881,"Bu sebeple son 8 yıldır, büyük veri setlerinde öznitelik çıkarımı için ESA'lar sıklıkla kullanılmaktadır ve geleneksel öznitelik çıkarım yöntemlerine oranla daha başarılı olmuşlardır [REF] , [REF] , <CITE> .",giriş,background
45200,"Çalışmamızda derin öğrenme için etkili ve pratik kabul edilen, RMSProp  , Adagrad  , Adam  , Adadelta <CITE> ve SGD   olmak üzere beş farklı eniyileme algoritması kullanılmıştır.",giriş,basis
33936,"Sonuçlar, kullandığımız algoritmanın  'den daha iyi sonuç verdiğini ve <CITE> 'e yakın sonuç verdiğini göstermektedir.",performans analizi,differ
35565,Ayrıca insandaki uzun kemiklerin sınıflandırılması üzerine yapılan benzer başka bir çalışma için 6 katmanlı bir CNN modeli ile yüksek başarılar elde edildiği tespit edilmiştir <CITE> .,tartışma ve deneysel sonuçlar,support
30341,"PointNet++, noktanın anlamlı etiketini ve ayrık maskelerini oluşturmak için temel bir yapı olmuştur <CITE> .",örgü tabanlı yöntemler,background
29228,"İnsan gözünün bir görüntüdeki faz değişimlerine, genlik değişimlerine göre çok daha fazla duyarlı olduğu (insan kulağı için bunun tersi doğrudur, yani kulak genlikteki değişimlere fazdaki değişimlere göre daha duyarlıdır) literatürdeki araştırmalardan çok iyi bilinmektedir <CITE> .",frekans uzayındaki yöntemlerin jpeg performansı,background
48957,"Daha önceden yapılan oyun projesi üzerindeki çalışmada <CITE> Pred(0,25) ve Pred(0,30) için sonuç değerlerinin ise sırayla 0,75 ve 0,80 olarak çıktığı bilinmektedir.",sonuçlar ve tartışmalar,differ
29110,Phishing   ve Spam <CITE> veri setlerini kullanarak 4.000 posta içerisinden 973 phishing postasını %97.99 doğruluk oranı ile Biased Support Vector Machine (BSVM) ile bulmuşlardır.,giriş,background
34780,"Prins <CITE> , başka bir çalışmasında, Heterojen VRP'ler için iki ayrı MGA yaklaşımı önermiş ve çok sayıda denektaşı problem örneğinin bilinen en iyi çözümlerini iyileştirmiştir.",giriş,background
29700,"Karmaşıklık matrisi, mevcut veriler ile tahminlenmiş verilerin örneklenmesinin kıyaslamasıyla üretilen ve modelin doğru sonuçlar ortaya çıkarıp çıkarmadığını dört metrik kullanarak ifade eden bir tablodur <CITE>",yöntemler,background
36541,"Bu problem tekli robot sistemlerinde, derin takviyeli öğrenmeyle çözülme konusunda yüksek başarı oranlarına ulaşmıştır <CITE> .",giriş,background
34783,"<CITE> , kentlerde çöp toplama işlemlerinin çevreye etkisini en aza indirgeme hedefinden ortaya çıkan Çok-Seferli (multi-trip) Yeşil KARP için bir MGA önermişlerdir.",giriş,background
32365,Telerehabilitasyon programlarının bir diğer avantajı da sağlık profesyonellerinin hastalardan toplanan verilere internet ve mobil cihazlar aracılığıyla kolayca erişebilmesidir <CITE>.,yapay zekâ temelli akilli rehabilitasyon teknikleri,background
29912,"Okunabilirlik kavramı, metinlerin okunaklı olması ve anlaşılabilirliği ile ilişkilendirilmekte olup, genel olarak bir metnin okuyucular tarafından hızlı, kolay ve anlaşılabilir şekilde okunabilmesi olarak tanımlanmaktadır <CITE> .",okunabilirlik indeksleri,background
29885,Son birkaç yıldaki ESA’lara olan yoğun ilginin asıl çıkış noktası ise AlexNet’in 2012 yılında ILSVRC <CITE> üzerinde gösterdiği başarımdır [REF] .,çalışma fer2013,background
32244,"Bu yöntemler, konuşma tanıma, görsel nesne tanıma, nesne algılama, ilaç keşfi ve genomik gibi diğer birçok alanda en son teknolojiyi önemli ölçüde geliştirmiştir <CITE> .",yapay zekâ,background
49420,Bu algoritma daha çok yüz ve göz tespitinde kullanılmaktadır <CITE>.,giriş,background
34723,"Bu uzaysal-zamansal verilerin elde edilmesi ve gösterimi; olay tespiti, görüntü açıklama, çapraz medya araştırması ve diğer birçok çalışma alanının temellerini oluşturmaktadır <CITE> .",giriş,background
35929,Pratikte çoğu zaman parametrelerin havza üzerinde sabit kaldığı kabul edilen toplu modeller kullanmak gerekir <CITE> .,giriş,background
32324,Hareket oluşturucu mekanizma olarak FES her hasta için uygun değildir <CITE>) .,yapay zekâ temelli akilli rehabilitasyon teknikleri,background
29132,Parti tipi üretimin gerçekleştiği imalât sistemlerinde performansı arttırmak için tek parça akışı uygulanabilir <CITE> .,giriş,background
49286,İnternetin yaygınlaşmasıyla birlikte insanların internetten haber almaları diğer geleneksel mecralara göre daha kolay ve elverişli hale gelmiştir <CITE>.,giriş,background
30269,"Bu işlem tüm parçalar uygun konumlara yerleşene kadar devam eder <CITE> . Burada yerleştirme işlemi gerçekleştirilirken, parçaların çakışmama durumu ve yerleştirme işlemi için kullanılan alt sol dolgu algoritmaları da göz önünde bulundurulur. Bu algoritmanın avantajı, bize yerleştirilecek olan dikdörtgen parçaların yerleşim sırasını vermektedir.",materyal ve metot,basis
34706,Böyle bir topluluk yaklaşımı Mahabub ve ark. <CITE> tarafından tanıtılmıştır.,ilişkili çalışmalar,background
30133,"KSA mimarileri kullanarak geliştirilmiş birçok popüler model bulunmaktadır. Bunlar; LeNet , AlexNet , GoogLeNet , VGGNet <CITE> ve ResNet gibi modellerdir. Bu modeller KSA tabanlı uygulamalar geliştirerek görüntü işleme, sınıflama alanında büyük başarımlar elde etmişlerdir.",önerilen tanıma sistemi,background
35379,"Her iki alan da veriden öğrenme, verinin bilgiye dönüştürülmesi, veriyi analiz etme, verinin anlamını çözme, belirsizlikleri ortadan kaldırma, olayı etkileyen faktörleri belirleme, ön görüde bulunma amaçlarını yerine getirirler <CITE> ,  ,  ,  .",bulgular,background
34828,"Yaprak görüntüleri incelenerek yaprak arka plandan ayrılmış, yaprak şekli bir dizi sayısal özellik kullanılarak karakterize edilmiş ve sınıflandırma işlemi en yakın komşu yöntemiyle yapılmıştır <CITE> .",giriş,background
29602,"Örnek olarak Emulab  , Orbit   ve SensLab <CITE> verilebilir.",ağ sınama ortamları,background
29413,<CITE> ilk olay zamanının Weibull dağılımına sahip olduğu varsayımı altında parametrelerin tahmin edicilerini elde etmişlerdir.,giriş,background
35101,"Veritabanlarına ilişkin problemlerden biri olan ölçek sorununa, diğer çözümlerin içinde en iyi cevap vereni NoSQL""dir <CITE> .",nosql mimarisi,background
29153,Bu beklentilerin en önemli iki maddesinden biri olan ve çok kullanıcılı ortam olarak adlandırılan bu madde mekânsal veriye birden fazla kullanıcının ulaşarak güncelleme yapmasına imkân sağlanmasıdır <CITE> .,giriş,background
48646,"Geliştirilen bu kodlayıcı sistem üzerinde TTS çalışmaları yapan Homer Dudley, Voder isimli ilk elektronik TTS makinesini geliştirmiştir <CITE> .",giriş,background
41229,Banka Hesabı YÜH <CITE> 'dan ilham alınarak düzenlenmiştir.,materyal ve metot,basis
30250,"Yarıkurak ve kurak-yarınemli iklim koşulları (yazlar kurak ve çok sıcak, kışlar yağışlı ve soğuk), Güneydoğu Anadolu üzerinde egemendir <CITE> .",güneydoğu anadolu bölgesi'nin  ikliminin incelenmesi,background
32879,"Sosyal medya kullanıcı s ayıları (milyon) (Social media user numbers) (millions) Statista <CITE> , Temmuz 2021 verilerine göre dünya genelinde en popüler sosyal medya kullanıcı sayıları Şekil 1'de gösterilmektedir.",giriş,background
29587,"Avrupa Birliği çapında siber güvenlik hazırlık denemeleri, Avrupa'nın Dijital Ajandası'nda öngörülen icraatlardır <CITE> .",giriş ve teorik çerçeve,background
40037,Programı ile gerçekleştirmiş ve site kullanımına ait istatistiksel sonuçlar elde etmiştir <CITE> .,literatür incelemesi,background
49322,"Reza ve diğerleri <CITE>, TransResUNet yöntemi ile %97,6 Dice katsayısı elde etmişlerdir. Bu oran bu çalışmadan az da olsa düşüktür.",deneysel sonuçlar ve tartişma,differ
49284,"Test verisi üzerinde %75.42 başarım gösteren bu çalışmada, öznitelik çıkarımı için 3 adet ESA ile birlikte BOVW kullanılmıştır. ESA’ların eğitimde sürecinde DSD <CITE> yönteminden faydalanılmıştır. Elde edilen öznitelik vektörü normalleştirilmiş ve ardından yerel karar destek makineleri ile sınıflandırılmıştır.",giriş,basis
32347,"Telesepsiyon, uzaktan veya algılanan nesne ile fiziksel temas kurulmadan gerçekleşen algılama olarak tanımlanabilir <CITE> .",yapay zekâ temelli akilli rehabilitasyon teknikleri,background
36537,"Bunlar Stokastik gradyan inişi (SGD), Adadelta ve Adagrad yöntemleridir <CITE>.",yöntem,basis
39621,Bu yöntemlerden biri olan yapay sinir ağları 1990'lı yıllardan günümüze dek çeşitli jeofizik problemlerin çözümünde uygulanmaktadır <CITE> .,giriş,background
49608,"Çalışmamızda, kullandığımız başka bir yaklaşım ise <CITE> tarafından önerilen M2GLD algoritmasıdır.",yöntem,basis
48821,Hiçbir dolandırıcılık önleme yöntemi mükemmel olarak çalışmasa da tek tek veri noktalarının ötesinde onları birbirine bağlayan bağlantılara bakılarak önemli iyileştirme fırsatları yakalanabilir <CITE> .,giriş,background
29941,"Söz konusu inceleme sağlık, finans gibi özel terimleri barındıran alanlarda, doğal dil işleme teknikleri gerektiren konularda ve metnin semantik olarak doğru düzenlenmesinin değerlendirileceği durumlarda yapıldığında yaklaşımın önemi ortaya çıkmaktadır <CITE> .",literatür araştirmasi,background
29300,"BT yatırımlarını birbirinden ayıran özellikler vardır ve bu özellikler göz önüne alınarak şirke-te, yatırıma ve duruma uygun yöntemin seçilmesi gereklidir <CITE> .",araştırmanın önemi ve amacı,background
34821,"Yüksek AUC değerleri, modelin doğru sınıflandırma oranının yüksek olduğunu gösterirken, düşük AUC değerleri ise modelin sınıflandırma performansının düşük olduğunu ifade eder <CITE> .",materyal ve metotlar,background
29113,Bu öğrenme türü danışmanlı (denetimli) öğrenme olarak adlandırılmaktadır <CITE> .,materyal ve metot,background
35458,"DSÖ'ye göre, bulma değeri %80 ve tutturma %90 olan ölçümler kabul edilebilir; bulma değeri %90 ve özgüllüğü %99 olan ölçümler ise istenilen seviyede olarak belirlenmiştir <CITE> .",giriş,background
36558,"Derin takviyeli öğrenme, takviyeli öğrenme ile çözülmesi zor olan problemlerin veya zor optimizasyon problemlerinin çözülmesini derin öğrenmenin prensiplerini kullanarak daha basit hale getirir <CITE> .",derin takviyeli öğrenme,background
49317,U-Net mimarisinde araştırmacılar tarafından yeni yöntemler uygulayan veya diğer görüntüleme yöntemlerini U-Net’e dahil eden birçok gelişme olmuştur. Sadece tıbbi alanda değil farklı birçok alanlarda da kullanımı her geçen gün artmaktadır <CITE>.,yöntem,discuss
34781,"<CITE> , taşıyıcı bir firmanın müşterilerinden sipariş aldığı tam kamyon yükü gönderilerinden hangilerini kendi aracı ile taşıyacağını hangilerini işbirliği yaptığı taşıyıcı firmalara taşıtacağına karar vermesine yardımcı olacak bir Tercihli (selective) KARP'ın çözümü için bir MGA önermişlerdir.",giriş,background
32251,"Bu anlayışa göre toplumun amacı, refah ve sosyal zorlukların üstesinden gelmek böylece küresel toplumun refahına katkıda bulunarak eş zamanlı ekonomik büyüme ile birlikte, bölge, yaş, cinsiyet, dil farkı gözetmeksizin her zaman ve yerde herkese hizmet sunabileceği bir gerçeklik yaratmaktır <CITE> .",sağlikta toplum,background
49575,"Çizelge-1 incelendiğinde [REF], [REF] ve <CITE> çalışmalarında kullanılan veri kümelerinin bu açıdan uygun olduğu saptanmıştır.",sonuçlar ve tartışma,support
48760,"BLE teknolojisine sahip işaretçilerin kullanım alanlarına alış-veriş merkezlerindeki işyerlerinin ürün ve reklam tanıtımı  , tarihi mekânların tanıtımı  , müzeler <CITE> , kapalı alan konum belirleme    iOS işletim sistemi ile çalışan işaretçi cihazlar ibeacon olarak adlandırılmaktadır  .",giriş,background
29722,"Makine Öğrenmesi, bilgisayarlara açıkça programlanmadan öğrenme olanağı sağlayan algoritmaların incelenmesi, tasarlanması ve geliştirilmesi ile ilgilidir <CITE>.",giriş,background
29486,"Arvanitou ve arkadaşlarının listesinde olmayan daha yeni veya farklı dijital dizinlerde olup diğer ölçütleri sağlayan bazı ana makalelerde <CITE> belirtilen gereksinimler de eğer Arvanitou ve ark. listesinde bir maddeyle birebir eşleşmiyor veya daha üst bir kategori tarafından içerilmiyorlarsa, listeye eklenmiştir; araştırmacı-geliştiricinin ""yeterince bireysel zamanı olmaması"" gibi genel proje yönetimiyle ilgili olabilecek ancak yazılım mühendisliği veya yazılım proje yönetimiyle ilişkilendirilmesi doğrudan mümkün olamayan genel bulgular kapsam dışı tutulmuştur.",yöntem,basis
29690,"BTC, işlem hacminin büyüklüğü ve fiyat oynaklığının fazla olması nedeniyle gelişmekte olan ekonomileri etkileyebilecek güçtedir <CITE> .",yöntemler,background
49113,"Doğa esinli algoritmaların en çok bilinenleri yapay arı kolonisi (ABC) <CITE> , parçacık sürü optimizasyonu (PSO)   ve karınca kolonisi algoritmasının (ACO)   yanında, doğadaki canlıların davranış ve yaşayış biçimlerinden ilham alınarak birçok yeni algoritma önerilmeye devam edilmektedir.",giriş,background
