"citation_context",citation_intent
"GAA algoritması, arama aracısı olarak güvelerle arama uzayını araştırır ve keşif tamamlanana kadar her adımda en iyi çözümü günceller (Mirjalili 2015a) .",background
"GAA algoritmaları lineer olmayan sistem tanımlamada  , iletim hattı parametrelerinin tanımlanmasında (Shaikh vd. 2023) , LCL filtrenin modelinin belirlenmesinde  , tek fazlı inverter filtresinin hesaplanmasında  ) ve kalman filtresinin sistem parametrelerinin tahmin edilmesinde   kullanılmıştır.",background
"Halat çekme algoritmasında (HÇA), her aday bir ip çekme yarışmasında takım olarak kabul edilir ve çözüm kalitelerine göre takımların yeni konumlarını belirlemek için Newton yasaları kullanılmaktadır. Kaveh ve Bakhshpoori (2021) açıklıkları ve kirişleri olan mazgallı kirişlerin tasarımını optimize etmek için bu algoritmayı kullanmışlardır.",background
"Atom arama algoritması (AAA), Lennard-Jones ve bağ uzunluğu potansiyellerini kullanarak atom etkileşimlerini modeller ve çok çeşitli optimizasyon problemlerine uygulanabilir (Zhao vd. 2019) .",background
"AAA, proton değişim membran yakıt hücre (PEMFC-proton exchange membrane fuel cells) modelinin parametrelerinin belirlenmesinde (Mossa vd. 2021 ) ve lineer-periyodik sistem tanımlama  ) gibi problemlere uygulanmıştır.",background
"ve lineer-periyodik sistem tanımlama (Yin vd. 2020 ) gibi problemlere uygulanmıştır.",background
"Beyin fırtınası optimizasyonu (BFA) algoritması, insana özgü olan beyin fırtınasını taklit ederek çok amaçlı optimizasyon problemlerini çözmek için geliştirilmiştir (Shi 2011) .",background
"BFA, PV modelinin parametrelerinin hesaplanmasında (Yan vd. 2019 ) ve lineer olmayan modellerde (NARMAX) çalışılmıştır  .",background
"BFA, PV modelinin parametrelerinin hesaplanmasında  ) ve lineer olmayan modellerde (NARMAX) çalışılmıştır (Pal vd. 2016) .  , doğal çevrede gözlemlenen idealize hidrolojik döngüden esinlenerek geliştirilen MS algoritması olan su döngüsü algoritmasını (SDA) tanıtmışlardır.",background
"SDA tek ve çift diyotlu PV sistem model parametrelerinin belirlenmesinde (Kler vd. 2017 ) ve hibrit PV/Rüzgâr sistem modelinin elde edilmesinde   kullanılmıştır.",background
"Mercan resifleri algoritması (MRA), mercanların bulunduğu resifte çoğalmak için diğer mercanlarla olan mücadeleyi modellemektedir (Salcedo-Sanz vd. 2014) .",background
"ve adaptif IIR tabanlı sistem tanımlama amaçlı olarak çalışılmıştır (Y. Yang vd. 2018) .",background
"Yaşam seçim tabanlı algoritma (YSTA), insanların hedeflerine ulaşmak için diğer üyelerin öğrenme yeteneğine dayanan algoritmalardan biridir (Khatri vd. 2020) .",background
"Çok kriterli karar verme yöntemleri arasında AHP, Topsis, Vikor, Electre, Promethee gibi yöntemler bulunur (Paul vd. 2021) .",background
"Vikor yönteminde ise çok daha karmaşık denklemler bazen karmaşıklığa sebep olabilmektedir (Ceballos vd. 2016) .",background
"Topsis, gri kurt algoritması (GWO) ile birleştirilerek aşındırıcı jet işleme sürecinin parametrik optimizasyonu için kullanılmıştır (Kalita vd. 2022 ).",background
"Topsis, gri kurt algoritması (GWO) ile birleştirilerek aşındırıcı jet işleme sürecinin parametrik optimizasyonu için kullanılmıştır  ). Singh vd. (2020) , dağıtılmış enerji kaynaklarının şebekeye optimal entegrasyonunu sağlamak için çok kriterli karar verme yöntemi kullanmıştır.",background
"Topsis yöntemi, bir dizi alternatif arasından en iyi olanı seçmek için kullanılan çok kriterli karar verme yöntemidir (Fan vd., 2020)",background
"Çiçek tozlaşma algoritması, çiçekli bitkilerin üremesinden ilham alan bir optimizasyon yöntemi olarak ifade edilmektedir (Yang 2012) .",background
"Çiçek tozlaşma stratejisi (Yang 2012) Çiçek tozlaşma algoritmasının matematiksel modeli Denklem 21 ve 22'de verilmiştir.",basis
"Karıncaların veya diğer küçük böceklerin tuzaklara düşmesi sonrasında, çıkışı engellemek için kum fırlatır ve böceği çukurun dibine çeker (Mirjalili 2015b) .",basis
"Karınca aslanı avlanma stratejisi (Mirjalili 2015b) Karınca aslanının avlanma mekanizmasına ait matematiksel model Denklem 24'te gösterilmiştir.",basis
"Algoritma keşif yapmak için ilk önce karar uzayında dolaşacak ve iterasyonlar ilerledikçe keşif ve sömürü arasında bir denge durumu oluşturacaktır (Shi 2011)",basis
"Su döngüsü (Eskandar vd. 2012) Algoritmanın başlayabilmesi için 𝑋 = 𝑁 𝑝𝑜𝑝 𝑥𝑁 𝑣𝑎𝑟 boyutunda bir yağmur damlası popülasyonu oluşturulur.",basis
"Özellikle sınırlı kaynaklara sahip gömülü donanımlar için kritik zaman sınır değerinin ne olduğu iyi belirlenmelidir (Ravber vd. 2022) .",background
"Bundan dolayı termal kamera görüntülerinde süper çözünürlük tekniklerinin uygulanması, tasarımı oldukça zor ve pahalı olan yüksek çözünürlüklü termal kameralara alternatif çözümler sunabilmektedir (Zhang vd., 2018) .",background
"karşılığından tahmin edilmesidir (Yue vd., 2018) .",other
"İnterpolasyon, bilinen verileri kullanarak bilinmeyen noktadaki değerleri tahmin etme yöntemidir (Toyran, 2008) .",background
"Son yıllarda ise derin ağ modelleriyle gerçekleştirilen süper çözünürlük veya görüntü kalitesi artırma uygulamaları popüler bir hale gelmiştir (Dong vd., 2016) .",background
"başlıca uygulamaları şu şekilde sıralanabilir; uydu veya hava görüntülerinin (Dong vd., 2016 , iris ve göz imgelerinin  , yazı çıktılarının  , işaret veya plaka bilgilerinin  , parmak izi imgelerinin geliştirilmesi  .",background
"Bunlara ek olarak biyomedikal imge işleme alanında da süper çözünürlük kavramına ait çok sayıda uygulama bulunmaktadır (Gu vd., 2020) .",background
"Bu çalışmada, derin ağ modeli olarak ÇÜA (çekişmeli üretici ağlar) temelli geliştirilen bir model olan SRGAN(super resolution generative adversarial networks) kullanılmıştır (Ledig vd., 2017) .",basis
"Ağın mimarisi Şekil 2' de gösterilmektedir (Ledig vd., 2017) .",basis
"Ayrıca oluşturulan süper çözünürlüklü görüntü ile yüksek çözünürlüklü (ground truth) görüntüler arasındaki algısal(perceptual) farkları elde etmek ve değerlendirmek için content ve adversarial kayıpları kapsayan algısal kayıp (perceptual loss) kullanılmaktadır (Johnson, Alahi ve Li, 2016) .",basis
"Bunun dışında gradyanın yok olması probleminin önüne geçmek ve ağın daha hızlı eğitilmesini sağlamak amacıyla hem üretici (generator) hem de ayırt edici (discriminator) kısmında batch normalizasyon katmanları kullanılmıştır (Ioffe ve Szegedy, 2015) .",basis
"Giriş görüntülerinin boyutları 160x120 iken referans (ground truth) ve çıktı olarak elde edilen Avrupa Bilim ve Teknoloji Dergisi e-ISSN: 2148-2683 134 süper çözünürlüklü görüntülerin boyutları 640x480'dir.",other
"PSNR değeri Denklem 1'de verilen formülle hesaplanmaktadır (Javaid vd., 2013) .",basis
"MakXne öğrenmesX, bXlgXsayarın tecrübelerden çıkarım yapabXlmesX XçXn kullanılan yapay zekâ yöntemXdXr (MXchXe ve ark., 1994) .",background
"kategorXye ayrılmaktadır (Ayon, 2016) .",background
"Danışmanlı öğrenmede kullanılacak modelXn eğXtXmX XçXn etXketlX verXlere XhtXyaç duyulmaktadır (XXaojXn, 2005) .",background
"EtXketlX verXnXn sayısı da modelXn performansını etkXlese de etXketlX verX bulunması özellXkle doğal dXl Xşleme alanında oldukça zordur (Jun ve ark., 2008) .",background
"tarafından önerXlmXş bXr makXne öğrenmesX yöntemXdXr (Goodfellow ve ark., 2014) .",background
"Yapılan çalışmalarda gerçeğe çok yakın görüntüler üretXlmXştXr (Zhang ve ark., 2019) .",background
"Bu yöntem Xle üretXlen metXnlerXn anlam yapısı bakımından başarısı yüksek değXldXr (Santhanam, 2018) .",discuss
"Burada akla gelen Xlk çözümlerden bXrX pekXştXrmelX öğrenme uygulamaktır (Wang ve ark., 2019) .",background
"yXne 2017 yılında LeakGAN Xle sızan bXlgXlerle uzun metXn üretXmX modelXnX yayınlamıştır (Guo ve ark., 2017) .",background
"rakXp ağın eğXtXmXnde pekXştXrmelX öğrenme uygulamıştır (Yu ve ark., 2017",background
"tarafından tanıtılmıştır (Goodfellow ve ark., 2014)",basis
"Çetinoǧlu'nun doktora tezinde [6] geliştirdigi büyük boyutlu Sözcüksel İşlevsel Gramer temelli gramer bu sıra farklıklarını oldukça 7 Sıklıkla öne çıkarılan bir kısıt tümcedeki yalın durumdaki belirtisiz nesnenin her zaman yüklemin hemen öncesinde olması gerektigidir.",background
"Çekim grubu kavramını daha önceki çalışmalarımızda gösterimi ve modellemeyi kolaylaştıran bir soyutlama olarak kullandık: Hakkani-Tür digerleri Şekil 7: Bir tümcedeki çekim grupları arasındaki ilişkiler [12] istatistiksel modellemede çekim gruplarını kullandı.",background
"Çetinoǧlu doktora tezinde [6] çekim gruplarını Türkçe için sözcüksel işlevsel gramer geliştirirken kullandı.",background
"Eryiǧit ve digerleri [11] Türkçe için bagımlılık çözümlemesi yapmak için yine çekim gruplarını kullandı.",background
"Agaç Yapılı Türkçe Derlem de [21] çekim grupları arasındaki ilişkileri kodladı.",background
"yap +ama +yacak +tı +m Bu yaklaşım Durgar-El Kahlout'un doktora tezinde [8] , ve öncesi ve sonrasındaki çeşitli yayınlarda   Moses çeviri sistemi   kullanılarak denendi.",background
"2. Biçimbilimsel Tekleştirme: Oflazer ve Kuruöz [20] , Oflazer ve Tür  , Hakkani-Tür ve digerleri   gibi eski çalışmalara ek olarak son zamanlarda Sak ve digerleri   ve Yuret ve Türe   tarafından daha yeni yaklaşımlar kullanılarak pratikte oldukça iyi çalışan tekleştiriciler geliştirilmiştir.",background
"3. İstatistiksel Bagımlılık Çözümleyicisi : Türkçe için, Agaç Yapılı Derlem [21] ile egitilmiş bir dizi bagımlılık çözümleyisi geliştirilmiştir.",background
"Eryiǧit ve Oflazer [10] direk olarak çekim grupların arasındaki ilişkilerin istatistiklerine dayanan bir çözümleyiciyi tanıtır.",background
"Eryiǧit ve digerleri [11] , ise MaltParser yaklaşımını   kullanan deterministik bir bagımlılık çözümleyiciyi anlatır.",background
"Geniş kapsamlı ve derin cözümleme yapabilen bir sistem Özlem Çetinoǧlu tarafından doktora tezinde [6] , ParGram (Parallel Grammars) Projesinin   içinde geliştirilmiştir.",background
"Projesinin [5] içinde geliştirilmiştir.",other
"Türkçe için 5,635 tümcelik ve çekim gruplarına dayalı bir gösterim kullanan bir agaç yapılı derlem geliştirilmiş ve araştırmacıların kullanımına açılmıştır [21] .",background
"12  Bu derlem başka bir dizi çalışmanın ötesinde, yakın geçmişte CONLL Çok Dilli Bagımlılık Çözümlemesi yarışmalarında [4] , kullanılmıştır.",background
"Balkanet projesi [25] çerçevesinde Türkçe için yaklaşık 15 bin eşanlamlılar kümesinden oluşan bir kavramsal sözlük geliştirilmiştir   ve çok sayıda araştırmacı tarafından araştırmalarda kullanılmıştır.",background
"Bu nedenle kan damarlarının otomatik bölütlenmesi geliştirilecek yardımcı tanı ve teşhis sistemi için ilk ve en önemli aşamadır [1] .",background
"Bu çalışmalar genel olarak 6 kategori altında incelenmektedir: 1) örüntü tanımaya dayalı yöntemler, 2) uyum süzgeçleme yöntemleri (2B uyum süzgeci, Gabor süzgeci, Frangi süzgeci), 3) morfolojik yöntemler, 4) damar izlemeye dayalı yöntemler, 5) çok ölçekli yaklaşımlar, 6) model tabanlı yaklaşımlar [2] .",background
"Literatürde damar bölütleme amacıyla k-en yakın komşular [3] sınıflandırıcı, Bayesgil sınıflandırıcı  , destek vektör makineleri  , yapay sinir ağları   gibi yöntemler yaygın olarak kullanılan denetimli yöntemlerdir.",background
"K-ortalama ve Bulanık C-ortalama kümeleme yöntemleri [7] de denetimsiz örüntü tanıma yöntemleri olarak bilinmektedirler.",background
"Süzgeç çıktısı Otsu algoritması kullanılarak siyah-beyaz görüntüye dönüştürülür ve bu şekilde damar bölütlemesi gerçekleştirilmiştir [1] .",background
"Benzer bir süzgeci Hoover ve arkadaşları kullanmış ve siyahbeyaz görüntüye dönüşüm için özel bir bölge büyütme yöntemi uygulamışlardır [8] .",background
"Benzer yöntemi kullanan ve damar profilini modellemek için Gauss fonksiyonu yerine parametreleri ayarlanabilen Gabor süzgeci kullanan çalışmalar da mevcuttur [7] ,  .",background
"Morfolojik yöntemler bir dizi matematiksel morfolojik yöntemlerin görüntü işleme teknikleri ile uygulanması ve kan damarlarının iyileştirilmesi esasına dayanır [10] ,  .",background
"Damar bölütlemenin ötesinde damar özelliklerinin (damar kalınlığı, yönü gibi) ölçülmesi amacıyla bu yöntemler kullanılmaktadır [12] ,  .",background
"Farklı kalınlıklardaki damarları iyileştirme amacıyla farklı süzgeç ya da yöntemler geliştirilmektedir [14] ,  .",background
"Bu yöntemlerde damar profili modellenebilmekte ya da aktif sınır modeli gibi yaklaşımlar kullanılmaktadır [16] ,  .",background
"Yöntemin performansı k en yakın komşu sayısı, benzerlik ölçütü ve eğitim kümesindeki örneklerin sayısına bağlı olarak değişebilmektedir [3] .",background
"Yöntem, koşullu olasılıklar arasında bağıntı kuran Bayes teoremine dayanır [22] Destek vektör makinesi (DVM), çalışmada uygulanan diğer bir sınıflandırma yöntemidir.",basis
"yılında ortaya atılan denetimli bir sınıflandırma yöntemidir [23] .",background
"SG, simüle edilmiş bir ortam oluşturmak için bilgisayar teknolojisini kullanan, tıp, eğlence, spor, oyun ve simülasyon gibi farklı alanlarda gelecek vaat eden kapsamlı uygulamalarla büyüyen bir teknolojidir (Simón-Vicente vd., 2022) .",background
"Sanal gerçeklik oyunları, oyuncunun sanal ortamda gezinmek için denetleyicileri kullanması için tasarlanmıştır (Liu vd., 2021) .",background
"SG teknolojisinin oyun tasarımına girmesi, oyun pazarının gelişimi için önemli bir araştırma içeriği haline gelmiştir (Shi vd., 2020 .",background
"Piyasadaki bazı SG oyuncu kulaklıkları arasında "HTC Vive", "Occulus Rift", "Microsoft Hololens", "Samsung VR", "PlayStation VR" ve "Google Cardboard" gibi teknolojik ürünler örnek olarak verilebilir. Reer vd. (2022) tarafından yapılan araştırmaya göre SG versiyonunu oynamanın, SG olmayan versiyonu oynamaktan daha yüksek seviyede oyun keyfi sağladığının yapılan bir araştırma ile tespit edildiği belirtilmektedir.",background
"SG ile geliştirilmiş aktif video oyunları içinde yer alan SG'ye ait uygulamalar sürükleyiciliği, oyun etkileşimini ve orta-şiddetli fiziksel aktiviteleri artırabilir, böylece bilişsel performans gibi egzersizle ilgili daha büyük faydalar sağlayabilir (Sousa vd., 2022) .",background
"Daha geniş bir kitleyi etkileme potansiyeline sahip olan SG alanı oyun endüstrisinden etkilenen işyerlerine taşınmakta ve SG tabanlı simülasyonlar geliştirilmektedir (Abdullah vd., 2022) .",background
"Sanal boyut anlayışı için bir SG oyununda, kullanıcı kaydolup giriş yaptıktan sonra, oyuncu yeni bir oyun oynayabilir veya oyuna devam etmek için oyunu yükleyebilir, sonrasında istedikleri zaman dinlenebilirler, duraklatabilirler veya oyunu güvenli hale getirebilirler ve rahat olduklarında tekrar oynamaya geri dönebilirler (Jinjakam vd., 2021) .",background
"SG teknolojisi bilgisayar ortamında bilişsel olarak oluşturulan çok boyutlu, kapsayıcı sanal bir ortamdır (Winn ve Bricken, 1992) .",background
"SG ortamında dijital görüntüler ve mekânsal ortam gerçek zamanlı ancak yapay olarak oluşturulabilmektedir (Khor vd., 2016) .",background
"SG ortamında sentetik olarak geri bildirim elde edilebilmekte, var olma hissi gerçek olmayan bir simülasyon ortamında oluşturulabilmektedir (Sherman ve Craig, 2002) .",background
"SG teknolojisi yapay bir dünyada gerçek dünyanın belirli yönlerinin bir simülasyonunun oluşturulabildiği, sensor motor ve bilişsel etkinliklerin mümkün kılınabildiği ortamlardır (Fuchs vd., 2011) .",background
"Şekil 1'de Amerikalı görüntü yönetmeni ve mucidi olan Morton Heilig Offsite Link'in, 1955'te "Geleceğin Sineması" başlıklı bir makalesinde çok-duyulu bir tiyatro vizyonunu tanıttığı sanal yapıya ilişkin bir resim sunulmuştur (Heilig, 1962) .",background
"Literatürde SG teknolojisi bazında dijital oyun geliştirme kapsamında yapılmış farklı çalışmaların mevcut olduğu görülmektedir. Volkan (2013) tarafından gerçekleştirilen çalışmada spor etkinlikleri bağlamında sporcu performanslarının sanal ortama aktarılması araştırılmış ve bu kapsamda "robot göz" uygulamaları incelenmiştir.",background
"tarafından gerçekleştirilen çalışmada spor etkinlikleri bağlamında sporcu performanslarının sanal ortama aktarılması araştırılmış ve bu kapsamda "robot göz" uygulamaları incelenmiştir. Demirbaş (2015) tarafından yapılan çalışmada popüler oyun türleri platform oyun türlerine bağlamında araştırılmıştır.",background
"SG teknolojisi sayesinde kullanıcılar duyularını etkileşimli olarak yapay yani sanal bir ortamda yaşayabilmektedirler (Khor vd., 2016) .",background
"SG tabanlı bilgisayar oyunları kitleler arasında popülerlik kazanmaya başladıkça bu oyunlara olan bağımlılık da bu duruma paralel olarak artmaktadır (Rajan vd., 2018)",background
"%89 ortalama başarı sağlamıştır [4] .",other
"[9]. Ali",other
"Veri madenciliği; eldeki veriler ışığında geleceğe yönelik tahmin yapmayı sağlayacak kuralların belirlenmesi olarak tanımlanabilir [15] .",background
"Öbekleme, sınıflandırma, veri özetleme, değişikliklerin analizi, sapmaların tespiti gibi yaklaşımlar veri madenciliğinin kullandığı temel bazı işlemler olarak karşımıza çıkmaktadır [16] .",background
"Veri madenciliği, eldeki bazı örnek verilerden, sonuçları bilinmeyen verilerin tahmini için kullanılabilir [17] .",background
"Ara katmanların ortak adı gizli katmandır [18, .",background
"Ayrıca, bir ağ modelinde sinaptik bağlantılardan bazıları eksikse bu ağ, kısmi bağlantılı ağ adını alır [18] .",background
"KA, bir problemin çözümünde, basit bir karar verme işlemini, çok aşamalı ve ardışık işlemlerden sonra gerçekleştirmektedir [19] .",background
"Sınıflandırma ağacında tahmin edilecek öznitelikler ayrık verilerden oluşurken, regresyon ağacında öznitelik verileri sürekli değişkenlerden oluşmaktadır [20] .",background
"Ağaç yapısının en üst kısmı kök, en alt kısmı yapraklardan oluşurken; kök, yaprak ve düğümler arasındaki ilişkiler dal olarak söylenmektedir [21, .",background
"Sorular kök düğümünde sorulmaya başlanır, yapraklara kadar ağacın dallanması devam eder [22] .",background
"Literatürde, dallanma ile ilgili önerilen en önemli yöntemlerden bazıları sırası ile bilgi kazancı ve bilgi kazanç oranı [21] , Gini indeksi  , Twoing kuralı   ve Ki-Kare olasılık tablo istatistiği   yaklaşımlarıdır.",background
"Ayrıca CART algoritması olarak bilinen sınıflandırma ve regresyon ağacı ise Twoing kuralını kullanmaktadır [24] .",background
"Her bir yaprakta elde edilen tahminler düğüm için hesaplanan ağırlıklı ortalamalara bağlı olarak hesaplanır [26] .",background
"Ayrıca CART algoritmasında ikili dallanmaların olduğu ve her bir karar düğümünden itibaren ağacın iki alt dala ayrılması prensibini esas aldığı bilinmektedir [24, .",background
"Bunun için tüm özniteliklere ait değerler göz önüne alınır ve tüm eşleşmelerden sonra iki bölünme elde edilerek seçme işlemi gerçekleştirilir [28] .",basis
"Her bir aday verinin sol taraftaki dala bölünme olasılığı p sol ve P(j/t sol ), sağ taraftaki dala bölünmesi olasılığı ise p sağ ve P(j/t sağ ) şeklinde ifade edilir. Olasılıkların Sonuçta elde edilen 10 hata oranının ortalaması, kurulan modelin ortalama hata oranını gösterecektir  .",other
"Sonuçta elde edilen 10 hata oranının ortalaması, kurulan modelin ortalama hata oranını gösterecektir [30, .",other
"Bu değerin sıfıra yakın olması, tahmin edilen değerin kuvvetli biçimde doğruya yakınsadığını göstermektedir [30] .",basis
"İnsansız Hava Aracı (İHA), bir operatör tarafından uzaktan kumanda edilebilen veya bir uçuş rotası boyunca otomatik hareket edebilen, göreve ilişkin faydalı yük taşıyabilen ve bir takım görevi otonom olarak yerine getirebilen bir hava aracıdır [2] .",background
"Ağın 1000 adet resim ile eğitilmiş ve %78 civarında bir doğruluk oranına ulaşılmıştır [3] .",background
"%88 oranında doğruluk elde edilmiştir [4] .",background
"%77 doğruluk oranı elde edilmiştir [5] .",background
"SSD500 %82.6, YOLO ile %78.3 ve Fast YOLO ile %79.4 doğruluk oranına ulaşılmıştır [6] .",background
"31 dk uçuş süresine sahip olan Mavic 2 Zoom 1/2.3-inch 12-megapixel sensör ve 4x zoom ile güçlendirilmiş Zoom Kamera, 2x optik zoom (24-48 mm) lense sahiptir [7] .",basis
"DJI Mavic 2 Zoom Drone [7] YOLOv3 Mimarisi ve Çalışma Prensibi Nesne tespit, tanıma ve takibi işlemleri oldukça zor süreçlerdir.",other
"Bu sayede oldukça yüksek performans gösterir [8] .",other
"Darknet-53, girdi olarak bir görüntü alan ve öznitelik haritasını çıkaran, YOLOv3 için bir omurgadır [9] .",basis
"Grafikten de anlaşılacağı üzere YOLO rakiplerine karşı süre ve doğruluk açısından çok iyi durumdadır [10] .",support
"YOLOv3 vs Diğer Algoritmalar [11] .",other
"Şekil 5'deki 52×52 katmanı (Bölge 106) en küçük tahmin ölçeğidir, daha küçük bir maske ile daha büyük nesneleri tahmin edebilir [9] .",basis
"Yani Bölge 82, Bölge 94, Bölge 106, üç farklı ölçekte (82, 94, 106) tahmin edilen farklı büyüklükteki parametreleri temsil eder [12] .",basis
"13×13 katmanı Bölge 82 [9] .",other
"13×13 katmanı Bölge 82 ve 26×26 katmanı Bölge 94 [9] Şekil 5. 26×26 katmanı Bölge 94 ve 52×52 katmanı Bölge 106   Bununla beraber YOLO, farklı boyuttaki nesneleri, sabitleme kutularını (Anchor Box) kullanarak öğrenir.",basis
"Algoritma çalışırken çok fazla, gereksiz sınırlayıcı kutular, bir nesne için birden fazla sınırlayıcı kutu oluşacaktır [13] .",background
"Veri Seti olarak Mavic 2 Zoom dan alınan videolar ve VIRAT [1] tarafından üretilen video veri setleri kullanılmıştır.",basis
"Videolar ffmpeg yazılımı ile frame'lere ayrılmış, Mavic 2 Zoom videolarından 377 resim, VIRAT [1] videolarından 500 resim, toplamda 877 resim kullanılmıştır.",basis
"Yunanca gizli ve yazma sözcüklerinden türetilen kriptoloji, aktarılan verilerin veya üçüncü taraf düşmanlardan saklanan verilerin güvenliğini sağlama sürecidir [1] .",background
"Bu platformların çoğunun veritabanında veri sağlama işlevleri bulunmaktadır [2] .",background
"problemleri çözme konusunda meraklı, şüpheci, akıllı ve tutkulu kişilerdir [3] .",background
"Kriptografi, kötü niyetli taraflardan korunmak için güvenli kanallara dayalı temel bilgileri gizlemeyi amaçlayarak bilgi güvenliği için oldukça önemlidir [4] .",background
"Kriptanaliz matematiksel bilgiye ve büyük hesaplama gücüne dayanmaktadır [5] .",background
"Moore yasasına göre, bilgisayarın gücü 1970 yılından itibaren her iki yılda bir iki katına çıkmaktadır [6] .  .",background
"yüzyılda kuantum hesaplama, Bilgi Teorisi ve Kuantum Mekaniğini birleştirmiştir [6] .",background
"ki en gelişmiş şifreleme sistemlerini bile çözebilecek kapasiteye sahip olabilir [7] .",background
"Kuantum teorisi, modern fiziğin madde ve enerjinin doğasını ve davranışlarını atom ve atom altı (elektron, proton ve nötron) düzeyde açıklamaktadır [8] .",background
"yüzyılın başlarında Max Planck, Albert Einstein, Louis de Broglie, Neils Bohr, Werner Heinsenberg, Erwin Schrodinger, Max Born, Paul Dirac gibi bilim insanları kuantum mekaniğinin gelişmesine katkı sağlamışlardır [9] .",background
"Bu etkiler en erken 1935'te Einstein, Podolsky ve Rosen (EPR) tarafından yazılan ve dikkatle hazırlanmış bazı kuantum sistemlerinin aralarında yerel olmayan, dolaşık, klasik olmayan korelasyonlara sahip olduğuna dikkat çeken bir makalede tanıtılmıştır [10] .",background
"1981 yılında Richard Feynman Massachusetts Teknoloji Enstitüsü'nde yaptığı konuşma ile ilk kez kuantum bilgisayar fikrini ortaya atmıştır [11] .",background
"Feynman, kuantum mekanik sistemlerin klasik bir bilgisayarda doğru bir şeklide uygulanamayacağını, fakat üretilen yeni bir makine türünün (kuantum bilgisayarlar) gelecekte bir molekülü tam olarak simüle edebileceğini söylemiştir [12] .",background
"yılında IBM'deki bilim insanları, bir nikel üzerinde 35 xenon atomu kullanarak şirketin adını hecelemeyi başardı [13] .",background
"yılında Peter Shor, şifreleme sistemlerini kırabilmek için kuantum bilgisayar gücünde bir algoritma geliştirdi [14] .",background
"2013 yılında IBM'deki bilim insanları, kısa film oluşturmak için tek karbon monoksit moleküllerinin manipüle edildiği bir "stop-motion" animasyonu olan "A Boy and his Atom" adlı dünyanın en küçük filmini yayınladılar [13] .",background
"Tablo 1'de 2016-2020 yılları arasında kuantum teknolojilerinde yaşanan gelişmeler verilmiştir. [18] .",background
"Microsoft , "topolojik" kübitlere dayalı kuantum hesaplama teknolojisini güçlendirmeye neredeyse hazır olduğunu söyledi [18] .",background
"Azure Quantum bulut bilişim hizmetini başlattı [18] .",background
"Intel, kübitleri barındıran kuantum işlemcilerle iletişim kurmak için gereken donanımı küçültmek ve basitleştirmek için tasarlanmış Horse Ridge adlı bir kuantum bilgi işlem denetleyici çipini ürettiğini duyurdu [18] .",background
"Google, en hızlı süper bilgisayarın 10.000 yılını alan belirli bir görevi 53 kübitlik bir kuantum bilgi işlem yongasında 200 saniyede gerçekleştirerek kuantum üstünlüğüne ulaştığını duyurdu [18] .",background
"IBM, 2023 yılına kadar 1000 kübit içeren bir bilgisayar inşa etme hedefi koydu [18] .",background
"Elde edilen bu başarı ile gelecekte süper hızlı ve süper güvenli kuantum internet"in kurulabileceğine olan inanç daha da arttı [19] .",background
"Eylül 2020'de IBM 65 kübit içeren en büyük kuantum bilgisayarı inşa ettiğini duyurdu [20] .",background
"Aynı zamanda, Google, IBM, Microsoft, Intel, Atos, Baidu, Alibaba, Tencent gibi çok sayıda küçük ve daha büyük kuantum start-upları kuantum donanım ve yazılım geliştiren laboratuvarları başlattı [21] .",background
"Matematikteki sayılar teorisi üzerine kurulu olan kriptoloji, güvenli iletişim bilimidir [22] .",background
"Kriptanaliz, şifrelenmiş mesajları kırma bilimidir [22] .",background
"Kriptanaliz, zayıflıkları veya bilgi sızıntılarını aramak için kriptografik sistemleri incelemekte ve kriptografik sistemin temel matematiksel zayıflıklarını bulmaktadır [25] .",background
"Bununla birlikte kriptanaliz, yan kanal saldırıları ve zayıf entropi girdileri gibi uygulamalardaki zayıflıkların aranmasını da sağlamaktadır [25] .",background
"Simetrik şifrelemede, gönderen ve alıcı verileri şifrelemek ve şifresini çözmek için aynı gizli anahtarı ve aynı şifreleme algoritmasını kullanır [1] .",background
"Örneğin, sır (ileti veya mesaj), taraflarca toplandığında taraflarca paylaşılabilir veya anahtar farklı bir güvenlik protokolü güvenilir bir üçüncü taraf kullanılarak değiştirilebilir [28] .",background
"Asimetrik şifrelemede her bir kişinin çift anahtarı (kendine özel ve ortak anahtarı) vardır [1] .",background
"Bu anahtarların biri mesajın şifrelenmesinde diğeri şifre çözmede kullanılır [36] .",background
"Ardından, Bob, şifrelenmiş mesajı, kendi özel şifresiyle çözer [29] .",background
"Böylece, mesaj ortak bir anahtarla şifrelenir ve yalnızca özel anahtara sahip olan kişi mesajın şifresini çözebilir [1] .",background
"Bunun temel sebebi, asimetrik şifreleme algoritmalarının daha karmaşık fonksiyon ve algoritmalar kullanmasıdır [36] .",background
"Çünkü bu algoritmaların tek yönlü hesaplanması kolay olmasına rağmen, tersine çevrilmeleri zordur [37] .",background
"DH (Diffie-Hellman), RSA (Rivest, Shamir, Adelman) ve ECDSA (Elliptic Curve Digital Signature Algorithm) [38] en çok kullanılan asimetrik anahtar algoritmalarıdır.",background
"Klasik bilgisayarların bu problemleri çözmesi zordur, ancak kuantum bilgisayarların çözmesi kolaydır [38] .   .",background
"RSA, e-postaları, kredi kartlarını ve diğer pek çok elektronik sistemi güvenli hale getirmek için kullanılan bir şifreleme türüdür [42] .",background
